epoch,n, train_loss, valid_loss
1658,3, 4.9563963795, 4.5919166565,
1658,4, 5.7912628078, 7.7751411819,
1659,0, 4.7324035931, 5.9251182842,
1659,1, 5.0014506245, 6.5270889091,
1659,2, 5.4630956554, 7.0236274529,
1659,3, 6.1937443542, 6.1162010574,
1659,4, 4.4427333546, 5.8354325294,
1660,0, 4.5746311522, 7.4492407990,
1660,1, 4.6226911926, 3.7846086931,
1660,2, 4.9985793257, 4.7646872997,
1660,3, 4.6055868149, 3.7749268723,
1660,4, 4.3639462805, 3.3635198689,
1661,0, 4.3736215830, 4.4416092682,
1661,1, 4.3881657839, 4.8882750130,
1661,2, 5.9840648937, 4.8868529987,
1661,3, 5.2233848238, 9.4179140663,
1661,4, 6.1033578873, 5.8129152107,
1662,0, 3.9529088163, 4.7589350033,
1662,1, 5.1852224636, 3.9015174866,
1662,2, 5.0436564445, 5.7754514313,
1662,3, 4.5456467628, 5.1649379826,
1662,4, 4.0555730629, 4.6944936371,
1663,0, 4.4540765476, 5.6971077251,
1663,1, 4.8900084591, 8.1225399780,
1663,2, 4.4241001129, 7.0770691490,
1663,3, 4.2096279001, 4.0583318138,
1663,4, 4.6550884342, 5.6015671158,
1664,0, 4.4131412315, 3.8287642765,
1664,1, 5.1695466423, 3.5107060337,
1664,2, 4.7294300652, 3.9557634163,
1664,3, 5.1156970692, 6.4495857811,
1664,4, 4.0505315304, 5.6844096661,
1665,0, 4.3925290108, 5.4735666084,
1665,1, 4.3837274742, 3.5226231003,
1665,2, 4.2252837896, 5.2014276695,
1665,3, 4.4643107891, 4.5952500820,
1665,4, 5.0973696470, 4.9961037254,
1666,0, 4.1213767529, 5.7874429607,
1666,1, 5.8829371595, 4.6133725452,
1666,2, 4.7241042328, 5.3531498146,
1666,3, 4.6433062792, 5.2799315643,
1666,4, 4.5282840919, 4.0066975403,
1667,0, 4.3620184565, 6.0832811069,
1667,1, 5.3195631695, 5.7150432491,
1667,2, 5.4578859425, 7.8720223999,
1667,3, 4.3953196383, 5.5933843231,
1667,4, 5.4776279163, 4.4833468914,
1668,0, 5.2654723930, 6.1563877201,
1668,1, 4.7199140739, 8.0032990456,
1668,2, 4.3885756874, 4.4908357430,
1668,3, 5.0631128216, 5.8623550510,
1668,4, 5.0041295910, 4.6590840912,
1669,0, 5.0252532434, 4.2564677048,
1669,1, 4.6247876549, 8.2541575241,
1669,2, 4.3560567045, 3.8952325535,
1669,3, 4.4187072754, 4.2786869812,
1669,4, 5.4004095173, 4.6394834518,
1670,0, 4.9310339069, 6.4114073944,
1670,1, 4.2666779947, 3.9055758476,
1670,2, 4.0218231821, 4.9022801399,
1670,3, 4.2552132225, 5.8327878761,
1670,4, 4.9484114075, 5.6257781410,
1671,0, 4.3156019211, 4.9827640820,
1671,1, 4.0648279381, 4.6668279934,
1671,2, 5.0435030556, 3.2969513416,
1671,3, 4.4526726246, 6.4978548813,
1671,4, 5.2198989105, 4.3093951225,
1672,0, 4.6558763790, 4.6343511295,
1672,1, 4.6197257042, 5.1010306549,
1672,2, 4.3465296507, 4.7247259998,
1672,3, 4.1255228853, 5.3427523994,
1672,4, 4.6004396296, 5.2382310772,
1673,0, 4.7702351189, 4.6801681805,
1673,1, 4.4182007074, 6.2193803883,
1673,2, 4.7509140205, 5.9584352684,
1673,3, 4.8646848440, 3.3437436104,
1673,4, 5.5472082710, 3.8170982742,
1674,0, 5.0366473484, 6.7905536747,
1674,1, 5.0441232300, 7.4214311790,
1674,2, 4.2812600136, 5.4867604256,
1674,3, 4.5425020361, 4.3188317204,
1674,4, 5.3057490540, 6.7488642597,
1675,0, 5.0058443594, 4.9984970570,
1675,1, 5.4375757694, 5.1138357639,
1675,2, 4.5918362284, 6.6257311440,
1675,3, 5.4585970163, 4.1164211273,
1675,4, 5.4863640594, 4.8412241554,
1676,0, 4.1695779133, 4.7568577385,
1676,1, 4.8291226482, 5.6057546806,
1676,2, 4.4503492880, 4.7084917450,
1676,3, 4.3943231201, 4.1690851974,
1676,4, 5.0269978714, 7.3117620850,
1677,0, 5.1835164928, 4.5160660934,
1677,1, 5.4105482626, 5.1643996239,
1677,2, 4.1317451572, 5.0869151878,
1677,3, 4.7346403694, 6.1860897446,
1677,4, 5.3000881577, 4.3896138000,
1678,0, 4.3234549999, 4.8789545822,
1678,1, 5.3507658005, 6.4043390846,
1678,2, 4.7280702114, 7.8572148323,
1678,3, 4.8969499540, 6.8636098862,
1678,4, 3.7003397274, 4.4572117615,
1679,0, 5.1531849289, 5.2641537380,
1679,1, 4.7909186554, 4.4948747349,
1679,2, 5.0912890434, 6.4187228298,
1679,3, 5.2982012081, 5.5864409828,
1679,4, 4.5995799828, 5.2373052692,
1680,0, 4.0030489063, 5.0100206184,
1680,1, 4.3590187931, 5.6204398251,
1680,2, 4.8748562145, 6.6297733212,
1680,3, 5.4977557182, 5.1769578075,
1680,4, 6.3222452688, 6.3671866322,
1681,0, 4.9831243420, 5.2022846413,
1681,1, 5.0261250973, 6.0806006908,
1681,2, 4.5215826321, 4.4342397118,
1681,3, 5.1318748474, 4.5528597164,
1681,4, 6.7754096270, 3.5898416996,
1682,0, 4.6066528606, 4.1922550106,
1682,1, 4.3115383911, 4.2688365364,
1682,2, 4.8018233871, 3.7887055492,
1682,3, 5.6382862473, 4.7863157558,
1682,4, 4.5775341463, 4.7447547436,
1683,0, 4.6153757477, 4.9333820248,
1683,1, 4.7268818998, 5.3055858040,
1683,2, 3.8759764051, 5.1737231636,
1683,3, 4.6154209518, 6.0840445137,
1683,4, 5.1039613056, 5.6374469376,
1684,0, 5.2899934673, 4.7185457516,
1684,1, 5.0341227913, 6.2353965378,
1684,2, 4.5208074474, 4.0577499151,
1684,3, 5.8557828617, 4.1063277912,
1684,4, 4.3468076181, 6.3418640709,
1685,0, 4.8414593029, 4.4425164986,
1685,1, 4.4071746445, 3.8023773289,
1685,2, 4.8954830503, 5.7343884182,
1685,3, 4.8503603506, 3.6031362152,
1685,4, 4.8162954235, 3.2469915676,
1686,0, 4.0075373268, 3.4326179790,
1686,1, 5.1846957302, 5.7219685650,
1686,2, 4.9298370266, 4.6815785217,
1686,3, 4.5422859383, 4.0631110525,
1686,4, 4.0929662323, 4.2732648945,
1687,0, 5.1136833000, 4.1722330761,
1687,1, 5.3197010994, 5.3004179287,
1687,2, 4.1988452148, 4.6357318020,
1687,3, 4.8862499142, 5.1916564083,
1687,4, 5.0244040298, 5.2422478008,
1688,0, 4.4527073288, 4.8270382690,
1688,1, 4.6444461823, 5.5894813919,
1688,2, 4.4944349289, 4.7733634377,
1688,3, 7.6665043163, 6.8672995758,
1688,4, 4.6840520954, 4.9615784836,
1689,0, 3.9995808411, 6.4175911903,
1689,1, 4.7060836411, 5.1386080265,
1689,2, 4.2157816696, 4.2517581749,
1689,3, 4.8528409910, 3.1546787071,
1689,4, 4.4753197289, 5.2141362190,
1690,0, 5.9530230522, 8.8167898655,
1690,1, 4.3498242664, 3.5444420815,
1690,2, 4.2597786808, 3.6519032383,
1690,3, 4.6708211994, 3.6321386719,
1690,4, 4.5269740629, 3.7770505190,
1691,0, 4.5693784809, 6.7044974899,
1691,1, 5.4321096706, 5.1997094822,
1691,2, 4.3976596880, 6.8016665268,
1691,3, 4.4844107962, 5.1282214165,
1691,4, 6.3826987171, 6.3691569424,
1692,0, 3.9115084362, 4.6521292877,
1692,1, 4.4674534750, 5.0290903282,
1692,2, 4.8849563456, 5.9943599892,
1692,3, 14.7697866726, 10.1143618011,
1692,4, 4.9993486500, 5.2548080254,
1693,0, 4.4006955814, 5.7556677914,
1693,1, 5.1733708715, 5.6680789661,
1693,2, 5.4635367012, 5.4071893883,
1693,3, 4.7876715279, 5.3629854774,
1693,4, 4.3665196753, 5.4449854660,
1694,0, 5.2652809906, 6.0705695534,
1694,1, 5.7069707298, 5.6169793320,
1694,2, 4.9947178173, 5.3965786934,
1694,3, 5.6349562454, 5.2656489182,
1694,4, 5.3178307152, 7.7508906937,
1695,0, 7.4745948362, 8.5576466751,
1695,1, 4.5310154867, 3.7695617199,
1695,2, 4.3062766933, 4.0687885380,
1695,3, 4.3247432613, 3.7784996986,
1695,4, 4.9976264620, 9.1249853325,
1696,0, 5.2701489449, 5.1005949020,
1696,1, 4.7637645340, 5.8450205135,
1696,2, 5.5006202316, 5.2077440834,
1696,3, 4.8485801363, 7.0060538673,
1696,4, 4.6563897419, 4.5279852962,
1697,0, 3.8965282631, 6.9423038387,
1697,1, 4.0047616434, 7.8925195599,
1697,2, 4.9508201551, 6.5204670715,
1697,3, 4.4904903603, 5.2899022770,
1697,4, 4.5777175903, 4.1859195328,
1698,0, 5.0325529957, 4.8758961487,
1698,1, 4.4201625586, 5.6264393806,
1698,2, 5.1456006432, 4.2786520958,
1698,3, 4.7552785873, 4.2075161171,
1698,4, 3.8797541571, 3.7777692413,
1699,0, 5.0983677578, 5.6177806187,
1699,1, 6.0365398979, 6.2282658577,
1699,2, 4.5728613091, 4.9699171543,
1699,3, 5.3961880493, 4.0779653072,
1699,4, 4.6526863861, 5.0890873623,
1700,0, 5.1494949913, 4.9630979443,
1700,1, 4.4831955338, 5.4436499500,
1700,2, 5.1230770016, 6.5500339127,
1700,3, 5.2131765079, 5.5512188053,
1700,4, 5.2738236237, 4.8930548382,
1701,0, 4.5260187817, 4.4513673401,
1701,1, 4.2153488111, 3.7873143578,
1701,2, 4.6584501600, 3.5792251444,
1701,3, 4.4947632790, 4.8441528130,
1701,4, 4.2022511530, 4.8493119049,
1702,0, 4.5877546978, 6.5293101883,
1702,1, 5.9215123081, 7.3385644913,
1702,2, 4.3155888748, 7.1965184593,
1702,3, 5.5635433769, 7.6824965477,
1702,4, 4.4808344698, 4.5859405708,
1703,0, 4.5368920612, 4.4646025276,
1703,1, 4.4365957451, 7.2104594421,
1703,2, 4.5835197449, 5.4745242500,
1703,3, 4.9911186504, 4.4538476086,
1703,4, 5.0454654026, 4.7415267563,
1704,0, 5.0049717760, 3.5393581200,
1704,1, 4.3670079231, 4.0342159653,
1704,2, 4.9845002651, 3.5748690414,
1704,3, 6.2594490337, 10.2917123032,
1704,4, 4.9693809128, 5.6105043983,
1705,0, 4.8961988068, 5.5125489235,
1705,1, 4.3733742332, 4.7784140587,
1705,2, 4.5299301910, 6.8436093903,
1705,3, 4.2825637913, 4.7743361282,
1705,4, 5.1785348320, 4.8803819466,
1706,0, 4.2269915962, 5.7418295097,
1706,1, 4.8278370762, 5.4624968815,
1706,2, 4.7948198414, 5.3769897556,
1706,3, 5.2019476461, 4.6392994213,
1706,4, 4.6454677773, 3.1212535286,
1707,0, 4.5062509108, 5.0833928108,
1707,1, 4.9025155830, 5.3453564072,
1707,2, 5.1605880833, 4.9330470371,
1707,3, 5.0008488894, 4.7209485912,
1707,4, 3.8298807287, 4.0712090015,
1708,0, 4.2992019463, 5.7877705383,
1708,1, 5.0646114922, 5.3845058155,
1708,2, 4.5714417362, 4.4911857224,
1708,3, 4.2430125189, 4.9493442822,
1708,4, 5.3486718464, 4.4438126373,
1709,0, 4.4747075653, 3.9057218838,
1709,1, 5.3568669701, 6.3582154274,
1709,2, 5.5718276882, 6.0146580315,
1709,3, 5.5397801781, 6.5437346458,
1709,4, 4.8776017857, 7.0669847202,
1710,0, 5.3168560266, 5.9076076984,
1710,1, 4.6887403393, 3.5936305428,
1710,2, 4.8992425203, 4.0703762722,
1710,3, 4.2602831936, 7.1690309334,
1710,4, 5.1820261145, 5.2939327812,
1711,0, 4.5616162682, 6.5219883537,
1711,1, 4.9256227446, 5.8758932495,
1711,2, 4.6166500473, 6.5007475662,
1711,3, 3.7389295673, 5.0475663471,
1711,4, 4.7455961514, 5.4562210846,
1712,0, 4.6921074295, 5.4924927235,
1712,1, 4.9439702797, 5.2486453247,
1712,2, 5.0560062361, 5.1123433495,
1712,3, 4.9307819462, 3.6018998480,
1712,4, 4.8260366344, 6.3090032482,
1713,0, 8.2466029739, 4.7392095757,
1713,1, 4.2708468151, 5.3097750568,
1713,2, 6.1951548481, 6.1242150021,
1713,3, 4.1761888313, 3.5447905827,
1713,4, 6.1737875891, 5.5572754765,
1714,0, 4.4635632992, 5.5398814392,
1714,1, 5.2784899330, 4.4913806438,
1714,2, 4.1531306934, 3.8631568050,
1714,3, 4.6023402405, 4.5127425289,
1714,4, 4.4521356678, 5.2343536377,
1715,0, 4.8855121803, 4.3707760906,
1715,1, 4.6237297726, 4.1044738483,
1715,2, 4.6373755074, 5.1176009655,
1715,3, 4.0667590237, 3.4647018576,
1715,4, 4.3088381624, 3.2207324314,
1716,0, 5.8764212990, 6.3246346283,
1716,1, 4.0072108507, 5.5417501545,
1716,2, 5.5564877176, 4.8341998196,
1716,3, 4.2137485647, 4.5644876671,
1716,4, 4.4000269890, 3.7270574951,
1717,0, 4.3444394970, 10.0039960098,
1717,1, 5.4466272640, 8.6000077438,
1717,2, 7.6028014469, 5.9094322586,
1717,3, 4.7288687038, 3.6185287762,
1717,4, 4.5312989187, 4.2916372681,
1718,0, 5.0229966116, 5.5980508900,
1718,1, 4.3967125893, 7.2741054153,
1718,2, 5.0525044823, 6.3870018387,
1718,3, 4.5776801014, 4.5607375813,
1718,4, 4.9331639194, 4.1065816879,
1719,0, 4.7082494450, 4.7489134216,
1719,1, 4.4978686428, 5.2301778698,
1719,2, 4.5719791698, 4.0684802246,
1719,3, 4.1303181267, 3.6308801270,
1719,4, 5.3374592304, 5.1081631947,
1720,0, 4.1029618073, 3.8591391754,
1720,1, 4.7325525284, 4.5369521236,
1720,2, 4.7577389145, 4.1252932835,
1720,3, 5.2507306337, 7.0517085361,
1720,4, 4.6598135090, 5.7092681503,
1721,0, 5.2658896160, 5.5640655613,
1721,1, 5.3862969542, 4.5675651169,
1721,2, 4.7451671553, 7.1478905487,
1721,3, 4.2570690632, 6.8825546741,
1721,4, 4.9692062378, 6.4940797806,
1722,0, 5.6903683233, 3.7730809975,
1722,1, 4.8234527826, 6.8386117744,
1722,2, 4.2914716053, 3.2034778738,
1722,3, 4.2269269848, 6.0001107311,
1722,4, 5.7525431919, 6.2152473259,
1723,0, 5.5062409019, 4.0707898235,
1723,1, 4.7630490780, 5.9446835232,
1723,2, 4.7266000938, 3.8929676056,
1723,3, 4.6082705545, 4.6353532028,
1723,4, 5.7920829296, 4.7183840942,
1724,0, 5.1320004177, 4.4597379780,
1724,1, 4.8960638523, 5.3359986210,
1724,2, 5.1329090309, 5.7029900074,
1724,3, 4.4510957909, 4.9517489433,
1724,4, 4.9644943142, 5.9453234863,
1725,0, 5.1524346638, 4.1458915615,
1725,1, 4.5233732939, 5.2899842262,
1725,2, 6.4049348068, 6.1488274097,
1725,3, 6.3789134121, 5.8385710526,
1725,4, 5.3535192966, 7.8014265823,
1726,0, 5.0839063501, 5.2896418285,
1726,1, 5.3097803688, 6.0467811584,
1726,2, 4.6409047318, 4.9671496487,
1726,3, 4.7809164000, 5.8008342838,
1726,4, 4.2841981983, 5.0936924934,
1727,0, 4.1591526461, 4.3759319830,
1727,1, 3.9731941700, 3.4481388474,
1727,2, 4.6123176861, 6.6625293732,
1727,3, 4.9010598087, 5.5382024574,
1727,4, 4.8704468298, 6.4532385063,
1728,0, 4.1598915768, 4.8021023560,
1728,1, 4.7370332670, 5.0057121754,
1728,2, 4.8533504963, 3.9529934025,
1728,3, 4.4803906059, 5.4315930653,
1728,4, 4.4057541084, 5.4378436565,
1729,0, 5.0362286901, 5.9744688511,
1729,1, 4.9387376213, 5.8700577354,
1729,2, 4.5708896446, 5.0687952423,
1729,3, 4.7718642807, 6.2069132996,
1729,4, 4.2325382423, 4.3357844830,
1730,0, 4.0488751936, 4.3003043079,
1730,1, 4.8731555080, 5.1313936615,
1730,2, 4.5311259460, 5.0050538158,
1730,3, 5.5752863073, 7.6639842224,
1730,4, 5.0948193932, 6.7524236107,
1731,0, 5.3579231453, 6.7187768269,
1731,1, 4.6296791267, 4.2321500969,
1731,2, 5.2207360029, 4.1938298607,
1731,3, 4.9844034815, 3.9888804817,
1731,4, 5.1550911760, 4.9266476154,
1732,0, 6.0915343189, 4.4225554848,
1732,1, 4.4597204876, 5.0621619892,
1732,2, 4.6491077900, 5.2853300762,
1732,3, 4.2954801702, 4.1075374222,
1732,4, 5.8679842567, 4.6623015499,
1733,0, 4.8746547604, 5.2709018517,
1733,1, 5.6399760532, 5.5385532093,
1733,2, 5.6703811216, 6.0211690807,
1733,3, 5.8202835464, 4.8747586727,
1733,4, 5.7462704468, 5.4691749382,
1734,0, 5.0840277100, 4.8990437317,
1734,1, 4.6137493896, 4.5155774879,
1734,2, 4.4441552925, 6.4728758621,
1734,3, 4.2199570465, 6.6051328468,
1734,4, 5.0231877995, 6.2278198624,
1735,0, 4.0214350605, 4.1897141743,
1735,1, 4.5409436226, 4.2597041321,
1735,2, 5.1111899567, 3.4829298306,
1735,3, 4.9768689156, 3.9011579657,
1735,4, 4.7764519882, 6.5061040497,
1736,0, 4.6845612335, 4.2082059383,
1736,1, 4.3842602444, 3.6692662716,
1736,2, 4.9587712955, 5.3354064083,
1736,3, 4.1868750238, 4.4193915081,
1736,4, 5.6819883060, 5.0177394295,
1737,0, 5.0918614101, 4.6714998150,
1737,1, 3.8010427761, 3.9530420780,
1737,2, 4.7922110271, 4.7406266689,
1737,3, 4.6393604279, 4.0861511517,
1737,4, 5.3408701897, 3.8715553761,
1738,0, 4.8058170080, 4.1950719643,
1738,1, 5.1868704796, 5.8308069992,
1738,2, 4.3049224663, 4.9293805504,
1738,3, 5.1904666424, 5.1110072327,
1738,4, 4.6455195141, 6.5338521481,
1739,0, 4.7622361183, 6.1844711876,
1739,1, 4.4678215218, 5.7837205410,
1739,2, 4.5469697571, 4.7962535095,
1739,3, 4.5092899990, 4.7381058979,
1739,4, 4.4770904827, 6.3681752110,
1740,0, 6.5133730316, 7.1361198711,
1740,1, 4.6492771435, 4.8422981644,
1740,2, 6.6045747852, 4.5340488529,
1740,3, 4.0428972101, 4.1124944210,
1740,4, 4.0925838232, 3.0136228943,
1741,0, 4.6807104206, 5.0296556377,
1741,1, 4.5513323498, 4.0925291634,
1741,2, 4.7424190617, 5.0379562664,
1741,3, 4.5899675751, 6.1253702831,
1741,4, 5.1152618027, 4.6079465866,
1742,0, 4.5793685532, 3.6516441822,
1742,1, 4.4712268591, 3.9867383051,
1742,2, 5.1380615807, 4.0269044113,
1742,3, 5.2525899458, 5.8607911682,
1742,4, 4.2500156546, 5.9331860542,
1743,0, 5.6151772642, 3.7143456173,
1743,1, 5.0778968239, 4.5597911167,
1743,2, 5.3591493034, 4.8259881115,
1743,3, 5.9518553734, 6.9342950058,
1743,4, 6.4977367496, 6.8838785648,
1744,0, 4.2381723547, 5.5507904053,
1744,1, 4.0577146530, 5.4268831730,
1744,2, 6.2040349150, 8.5711602974,
1744,3, 4.2638529491, 4.1581329823,
1744,4, 4.6610619736, 4.7305374336,
1745,0, 4.2588224030, 5.6003855515,
1745,1, 4.2973481178, 5.8286217499,
1745,2, 4.7399488163, 5.6647527504,
1745,3, 4.3245811272, 5.4847021866,
1745,4, 5.7039332247, 7.6520709229,
1746,0, 5.0968229294, 5.7079525948,
1746,1, 5.4126840115, 6.5080304718,
1746,2, 5.0426922607, 4.1258125114,
1746,3, 4.9170693159, 4.5466585064,
1746,4, 5.3767541265, 5.9497424603,
1747,0, 5.7017992592, 5.3222149658,
1747,1, 4.7131103134, 4.6755243206,
1747,2, 5.1938677120, 6.2544349861,
1747,3, 5.3943251705, 6.5611629868,
1747,4, 5.4910841322, 8.5645239639,
1748,0, 5.8850139236, 9.0070568466,
1748,1, 5.5497079325, 5.3224415970,
1748,2, 5.1978051472, 3.7664785671,
1748,3, 4.6312102985, 2.8927999258,
1748,4, 5.9040065193, 5.7464122486,
1749,0, 5.7001791286, 5.8825831127,
1749,1, 5.7405386734, 4.7391232204,
1749,2, 5.2004374027, 4.2970921516,
1749,3, 4.7522561121, 5.0624123478,
1749,4, 4.6243763304, 4.6089831638,
1750,0, 4.4153999996, 5.0655644512,
1750,1, 4.0213736486, 4.9666879749,
1750,2, 5.2142437744, 5.3682359982,
1750,3, 4.3535928440, 4.9844608593,
1750,4, 5.3199642038, 5.4792326546,
1751,0, 4.7070694923, 5.0898672771,
1751,1, 4.3026437378, 4.8510170460,
1751,2, 4.9063614702, 4.6300572681,
1751,3, 5.1406533909, 4.7644006538,
1751,4, 4.7642530298, 5.7488626289,
1752,0, 4.8076298332, 4.7644198322,
1752,1, 4.3484936523, 3.6770569897,
1752,2, 5.3997421169, 4.8813952637,
1752,3, 4.8735394382, 4.9928058529,
1752,4, 4.1001654911, 3.6901488018,
1753,0, 5.1482883072, 5.4643634605,
1753,1, 4.6701542282, 7.4021279335,
1753,2, 4.4634629345, 8.0073987198,
1753,3, 5.6830734348, 6.0155188751,
1753,4, 5.4904146624, 5.7003314590,
1754,0, 4.8797614670, 5.0178017712,
1754,1, 4.3641260672, 4.6568850613,
1754,2, 4.3641222095, 5.4574975681,
1754,3, 4.1109574318, 5.1837108707,
1754,4, 5.7220548820, 4.3484780169,
1755,0, 4.8851207590, 6.2145998669,
1755,1, 5.2376303625, 5.9070843601,
1755,2, 5.1350985718, 4.0489310455,
1755,3, 3.8503248119, 4.8305770397,
1755,4, 3.8541499615, 4.0996645451,
1756,0, 5.6815556049, 4.0975756264,
1756,1, 4.7338419342, 5.1729148674,
1756,2, 4.2978751659, 4.1747473145,
1756,3, 4.6631935596, 4.1332400370,
1756,4, 4.9281033707, 6.6416264725,
1757,0, 4.1702402973, 4.8685679150,
1757,1, 4.9308309364, 5.3579275131,
1757,2, 4.0171041632, 3.3219185543,
1757,3, 4.4227050829, 4.9297415638,
1757,4, 4.4717011881, 4.8846964836,
1758,0, 5.4968021584, 5.3818007755,
1758,1, 4.8615540409, 5.3955969334,
1758,2, 4.9212532043, 5.0941264057,
1758,3, 5.0526765633, 5.4307984829,
1758,4, 4.5290146065, 4.0216533375,
1759,0, 4.7401891327, 3.5391561413,
1759,1, 5.5332006598, 5.0926283169,
1759,2, 4.0480125809, 4.6128198719,
1759,3, 5.5787585545, 5.6674983406,
1759,4, 4.7149478436, 4.9027480888,
1760,0, 4.8808048248, 4.8745982170,
1760,1, 5.5909668446, 6.3843815231,
1760,2, 4.7698787451, 5.4213283825,
1760,3, 4.5142537832, 5.3993992329,
1760,4, 5.3106988239, 4.0007628822,
1761,0, 4.4699885988, 4.5693284321,
1761,1, 4.3283975172, 3.6179202843,
1761,2, 4.2508291245, 5.6488175011,
1761,3, 6.3387170887, 5.8091510773,
1761,4, 4.5351281166, 4.3278452301,
1762,0, 5.1235793114, 6.1634007740,
1762,1, 5.5902287865, 5.5046641159,
1762,2, 4.3093147230, 4.2216062927,
1762,3, 5.0457445717, 5.4120540333,
1762,4, 4.6284162140, 5.6555204391,
1763,0, 5.4004129696, 5.1011880493,
1763,1, 4.8859413290, 5.8873715782,
1763,2, 4.3367334509, 4.9674683475,
1763,3, 4.0891326332, 6.1436886883,
1763,4, 4.8417390347, 5.6586727810,
1764,0, 4.6067185593, 4.3459972382,
1764,1, 5.4906184244, 3.7787287807,
1764,2, 4.8779704332, 5.2366109371,
1764,3, 5.6372808361, 3.9686783123,
1764,4, 4.5601004648, 4.4685466766,
1765,0, 7.0464827681, 11.1966156769,
1765,1, 5.2784427452, 6.0695028305,
1765,2, 4.9629585075, 4.8686535549,
1765,3, 4.4973940468, 4.9737463665,
1765,4, 4.8286614704, 4.5011172581,
1766,0, 5.0034824467, 6.0081634521,
1766,1, 5.5675615263, 4.3229047966,
1766,2, 4.8986748934, 4.0854631519,
1766,3, 4.8905071545, 4.4967230415,
1766,4, 4.6555853033, 4.3224459839,
1767,0, 4.9972700691, 4.3514975929,
1767,1, 4.6429721069, 5.7472796154,
1767,2, 4.4902358389, 4.8878532219,
1767,3, 5.2403890991, 5.1199916744,
1767,4, 5.1540535450, 5.9853224373,
1768,0, 4.7976665926, 4.5162605381,
1768,1, 4.5077297831, 5.1989588642,
1768,2, 5.2011340189, 5.4088143444,
1768,3, 4.4366846895, 4.9767163277,
1768,4, 4.9184524918, 8.8900213242,
1769,0, 4.7569583511, 4.9951889038,
1769,1, 4.2157403564, 3.3931802273,
1769,2, 4.6254315090, 3.9143581009,
1769,3, 5.6452469635, 7.4801988029,
1769,4, 4.9126457214, 7.5473971558,
1770,0, 5.1414064121, 3.4323944855,
1770,1, 4.7540300179, 6.5208480167,
1770,2, 4.7459923172, 4.1268153000,
1770,3, 4.5477542973, 5.1988690853,
1770,4, 4.9048728085, 5.9097779942,
1771,0, 4.1030024767, 4.2980926895,
1771,1, 5.1263036346, 7.2824663353,
1771,2, 4.7379340982, 4.6770927620,
1771,3, 5.1018708515, 7.0706292152,
1771,4, 5.2084846306, 4.6750400352,
1772,0, 4.2908635855, 4.1026098919,
1772,1, 5.7238596249, 3.8767578030,
1772,2, 6.6379115009, 8.4433706093,
1772,3, 4.9457508278, 5.0197835541,
1772,4, 4.6805959797, 4.4232186890,
1773,0, 4.5657934380, 6.0505762386,
1773,1, 4.7272404671, 5.7565674591,
1773,2, 5.5066238213, 4.2888092613,
1773,3, 5.3406152296, 6.4957921314,
1773,4, 5.1524538422, 3.9885732841,
1774,0, 4.6294040251, 4.8701788425,
1774,1, 5.3507304287, 5.3457464790,
1774,2, 4.6637584496, 5.1370127583,
1774,3, 3.4240704632, 4.4940967751,
1774,4, 4.8400311661, 3.3540734291,
1775,0, 4.4290184784, 3.7682056236,
1775,1, 5.7982031298, 6.2469240189,
1775,2, 5.0125897217, 5.4270061398,
1775,3, 5.2130869961, 6.5362482643,
1775,4, 3.9391863632, 4.9093996525,
1776,0, 5.1514887238, 5.2549592304,
1776,1, 4.4109455109, 5.3805835438,
1776,2, 4.9141189384, 3.2390645790,
1776,3, 5.0369310188, 4.9920486259,
1776,4, 4.2913567019, 5.6518893051,
1777,0, 4.7364255333, 5.8371840668,
1777,1, 5.4600098085, 5.6113320065,
1777,2, 3.9027722502, 4.5601899529,
1777,3, 6.1915490341, 5.5844845486,
1777,4, 4.2645783710, 4.0547562408,
1778,0, 3.9162847900, 4.1427527714,
1778,1, 4.6451450062, 5.1884113216,
1778,2, 5.0595980549, 4.9356732273,
1778,3, 5.1842307138, 7.3359476662,
1778,4, 4.2512173367, 4.7157453060,
1779,0, 4.1208380651, 4.0501478863,
1779,1, 4.3111063147, 5.2232330418,
1779,2, 5.0135316277, 7.1161330128,
1779,3, 4.6358888674, 3.6856544209,
1779,4, 4.6803286886, 4.2305437946,
1780,0, 6.7129599953, 5.8927062511,
1780,1, 4.8742790794, 6.4276242256,
1780,2, 4.7241153097, 5.9479979610,
1780,3, 6.0159236813, 5.2408168030,
1780,4, 4.5591234446, 4.5461605549,
1781,0, 4.6384999275, 4.0855666924,
1781,1, 5.0029800224, 3.9277826405,
1781,2, 5.3177379036, 5.5365433121,
1781,3, 4.2537071323, 5.3015342045,
1781,4, 4.6692533112, 5.4158397770,
1782,0, 5.1885479736, 5.7280946541,
1782,1, 5.5388582993, 5.9063405037,
1782,2, 5.2945066977, 7.6055920506,
1782,3, 4.8702965832, 7.4081943893,
1782,4, 4.2594176197, 4.5884110451,
1783,0, 4.7686104727, 4.1641965199,
1783,1, 4.0816389179, 5.0329481888,
1783,2, 10.8347005749, 5.5648028374,
1783,3, 4.3613532925, 4.6726113987,
1783,4, 5.1040866756, 6.8057629585,
1784,0, 4.9165824699, 5.0829759026,
1784,1, 5.1074690199, 5.0766275311,
1784,2, 4.5376786995, 3.3274352169,
1784,3, 3.7812180424, 3.4213833618,
1784,4, 4.1328032970, 4.1420363140,
1785,0, 4.0570109797, 4.5676513672,
1785,1, 4.9520582294, 7.1778816605,
1785,2, 5.0962208986, 5.6150289249,
