epoch,n, train_loss, valid_loss
462,3, 13.3567700005, 5.3368207645,
462,4, 13.6742163086, 13.3439883423,
463,0, 10.7454512596, 9.5180682945,
463,1, 14.2123516846, 7.6016930771,
463,2, 15.9475745773, 10.2123108292,
463,3, 16.3113094902, 4.1439510632,
463,4, 11.5660376740, 15.9504056168,
464,0, 11.6408900452, 3.5114541626,
464,1, 13.0060456848, 7.0162017250,
464,2, 21.8535478973, 5.9581004524,
464,3, 15.6968711853, 5.7594810295,
464,4, 10.3262305832, 8.1228027153,
465,0, 13.7900837708, 12.2551733398,
465,1, 15.3619660187, 8.4446684265,
465,2, 11.4028705215, 3.5658740997,
465,3, 12.7603524971, 17.0080023193,
465,4, 15.1179865837, 21.5971205139,
466,0, 12.1601996231, 4.5383251572,
466,1, 12.1451464272, 8.4218545151,
466,2, 12.7262344360, 24.3025194550,
466,3, 13.3847212601, 11.2401343536,
466,4, 11.5736213684, 9.3037730980,
467,0, 13.2468706512, 14.7984697723,
467,1, 12.2471803093, 6.3302400017,
467,2, 16.1194209480, 4.7701368046,
467,3, 11.8276921082, 19.7054824829,
467,4, 14.7672524261, 19.6857785034,
468,0, 11.0568296814, 10.5180632973,
468,1, 12.7685533524, 13.5308792496,
468,2, 14.1629243088, 10.2139355278,
468,3, 12.4130613327, 4.7457237720,
468,4, 12.6392305374, 2.4832472706,
469,0, 11.3557485390, 4.3951324749,
469,1, 15.7428156090, 14.2244750595,
469,2, 11.8563211060, 2.1936349916,
469,3, 10.1576439285, 5.4863098812,
469,4, 19.5420799828, 8.6527140808,
470,0, 18.9845536804, 48.0665727997,
470,1, 12.9696092415, 4.0442112350,
470,2, 12.9245162010, 15.0107963181,
470,3, 11.8025678635, 3.8258799076,
470,4, 12.7701304817, 10.5130587196,
471,0, 17.8355966377, 16.8142816544,
471,1, 13.5486050987, 7.5929506969,
471,2, 12.3873791885, 7.7640433025,
471,3, 11.6354445648, 7.9159624672,
471,4, 10.6929148865, 10.7243500900,
472,0, 14.6410177422, 23.7459560394,
472,1, 14.9894931412, 25.5733269882,
472,2, 13.3999814987, 5.3995866108,
472,3, 16.8466754341, 16.4674166489,
472,4, 15.3625359726, 7.4407101250,
473,0, 14.6263579559, 7.0705200386,
473,1, 12.2379290581, 6.2633361435,
473,2, 13.4446535492, 7.5586254692,
473,3, 11.6322632599, 3.6106790638,
473,4, 11.7238928795, 15.9214082336,
474,0, 11.2805207825, 3.7500662994,
474,1, 13.2879376411, 6.1058469772,
474,2, 11.4084812737, 12.6495632935,
474,3, 18.4298078918, 4.6264937115,
474,4, 10.8351104355, 12.2356234741,
475,0, 13.3323007965, 8.9636728096,
475,1, 11.9523420143, 6.1789056587,
475,2, 11.6761454391, 3.0578002262,
475,3, 12.9102463150, 7.2291840363,
475,4, 13.6318876266, 21.2045626831,
476,0, 15.2237992287, 22.2213826752,
476,1, 12.0233747673, 5.3504542255,
476,2, 11.7824475861, 21.2273531723,
476,3, 13.2735141945, 18.6139734650,
476,4, 12.9692547226, 22.5070877838,
477,0, 14.5746748543, 15.8349861908,
477,1, 11.5956758308, 11.3916165924,
477,2, 12.1834078598, 7.3266756821,
477,3, 10.6019823456, 6.9403164864,
477,4, 10.5308037376, 13.5251428986,
478,0, 14.6861331749, 20.1203260422,
478,1, 11.9723737526, 13.3263968277,
478,2, 12.1670954323, 19.4228202057,
478,3, 14.3680941010, 6.0169213295,
478,4, 10.9283454323, 9.3856998253,
479,0, 11.5607454491, 5.8729419708,
479,1, 13.5081260681, 5.2365400505,
479,2, 12.7800758553, 13.1646768188,
479,3, 12.3282667351, 17.2764792252,
479,4, 12.9554112434, 3.1921619320,
480,0, 14.7276567459, 21.0342382431,
480,1, 12.2067966080, 8.4784582520,
480,2, 14.6003385735, 12.9097858429,
480,3, 13.1152115822, 12.3280791664,
480,4, 11.2997613144, 10.8586870003,
481,0, 10.0853620148, 10.2148012543,
481,1, 10.9919813347, 2.4201904345,
481,2, 12.6739817810, 14.0297326279,
481,3, 11.5018671417, 2.9502215767,
481,4, 14.0872021866, 4.5958322430,
482,0, 13.6406628609, 6.7993372345,
482,1, 11.7585180092, 5.2366702938,
482,2, 11.7925341034, 7.9472381973,
482,3, 12.7922156715, 12.1506525803,
482,4, 12.1171847343, 10.4933318520,
483,0, 13.9510419083, 25.7154175568,
483,1, 13.8794822502, 12.8604489899,
483,2, 13.9302759552, 6.9496509361,
483,3, 12.7257828331, 8.3661924934,
483,4, 14.9001054573, 14.0396516609,
484,0, 12.2414367104, 9.9742230606,
484,1, 12.0696235847, 8.3903967285,
484,2, 13.3488353729, 8.7974027061,
484,3, 12.3051292038, 4.7128266048,
484,4, 12.8192624664, 5.7916927910,
485,0, 10.6678046036, 12.0866762161,
485,1, 13.9518083000, 10.9141745377,
485,2, 13.0220972061, 5.0331169701,
485,3, 12.8895706940, 5.9550049973,
485,4, 14.9931948662, 21.5542134094,
486,0, 12.4998114967, 19.3391560364,
486,1, 12.7535654259, 4.3418912411,
486,2, 15.8484639168, 5.5342298222,
486,3, 12.7096298790, 23.0477458954,
486,4, 13.3933330345, 10.1995999146,
487,0, 11.9023361778, 10.2713661003,
487,1, 13.3442638016, 13.2591510391,
487,2, 13.2109339714, 10.9059473038,
487,3, 10.0912514877, 7.7846065521,
487,4, 11.8052746582, 11.1687197495,
488,0, 11.7815325546, 6.0040285301,
488,1, 10.9862780952, 6.0557957458,
488,2, 12.5058370399, 15.2760535049,
488,3, 12.8204053879, 15.3664332199,
488,4, 9.8760116386, 11.0829791832,
489,0, 11.6246093750, 13.5750123787,
489,1, 12.8156815338, 32.6773813629,
489,2, 18.3786388588, 10.5652496910,
489,3, 16.2023139763, 6.9041693115,
489,4, 14.5555188942, 12.7874648285,
490,0, 11.9770576477, 6.8228079796,
490,1, 11.9074784279, 10.1901930618,
490,2, 9.7073136234, 5.7345285797,
490,3, 12.5364367485, 7.2708341408,
490,4, 10.7722433662, 4.7363543797,
491,0, 10.3970354652, 2.6164457464,
491,1, 12.8513564682, 5.1150615025,
491,2, 11.7424645233, 15.6343879700,
491,3, 11.1941113853, 21.3028512955,
491,4, 10.8539281654, 6.9860231972,
492,0, 9.5198599815, 4.3847545242,
492,1, 13.3542746353, 20.4126162338,
492,2, 10.8887116432, 7.8690892982,
492,3, 9.6227365875, 7.6856433296,
492,4, 13.2626187038, 7.4734159660,
493,0, 11.9059760284, 5.9810101223,
493,1, 10.0929628754, 9.9718000793,
493,2, 13.1297110176, 7.4505981827,
493,3, 10.1875568581, 5.8654191971,
493,4, 11.3276769447, 7.7780659485,
494,0, 11.5219123840, 17.6512334442,
494,1, 10.9371368217, 3.6169917583,
494,2, 11.9854797745, 6.9351615143,
494,3, 14.0431133461, 7.9067900085,
494,4, 10.8528863335, 11.3233572960,
495,0, 13.4025370979, 3.7731128120,
495,1, 10.9577218437, 9.6238522720,
495,2, 12.4390944576, 5.4833237267,
495,3, 13.2638301468, 5.8939693260,
495,4, 11.5162980652, 4.5883899212,
496,0, 10.2262486839, 11.8885554504,
496,1, 10.1283358383, 3.7290857029,
496,2, 10.0041462898, 5.3158701515,
496,3, 9.8436297989, 11.1362704468,
496,4, 11.5296240807, 23.9169071198,
497,0, 11.3079336548, 7.7620374298,
497,1, 11.1299597454, 16.9063246918,
497,2, 13.0271906853, 27.5496670532,
497,3, 10.5729555511, 3.6119311523,
497,4, 9.9434919930, 5.4935783958,
498,0, 10.8249590111, 6.5402224541,
498,1, 11.2153237724, 10.9598067665,
498,2, 12.5488914871, 10.3351513481,
498,3, 12.1852981377, 3.8710897446,
498,4, 10.4606471062, 7.0147494698,
499,0, 12.5089827919, 9.4847403526,
499,1, 10.1613548470, 3.9963190746,
499,2, 15.5162473679, 5.7084918404,
499,3, 11.0778322792, 22.5693718338,
499,4, 12.4738280201, 13.1354898834,
500,0, 11.4504518509, 10.3274843597,
500,1, 11.6172712708, 5.4537242794,
500,2, 10.9620582008, 8.4981285477,
500,3, 15.2422734070, 14.0875113297,
500,4, 10.8213779259, 4.4245982265,
501,0, 8.5449679947, 8.4129035759,
501,1, 10.6185103798, 4.0282408524,
501,2, 10.8328292274, 4.5974914169,
501,3, 11.3973097610, 9.7982338333,
501,4, 13.3761518478, 21.4850015259,
502,0, 11.6653960609, 7.5818269539,
502,1, 12.1186079788, 6.7611802673,
502,2, 12.5154670715, 9.6780435753,
502,3, 11.1942571640, 5.9011179447,
502,4, 11.4925763702, 17.8094639587,
503,0, 12.3452114487, 3.9744846439,
503,1, 10.4283077049, 11.7189959717,
503,2, 11.5078389931, 10.5290681839,
503,3, 10.5983882236, 27.1441880035,
503,4, 10.6023478508, 6.6181501198,
504,0, 12.4640337944, 13.2984420395,
504,1, 11.8356817722, 17.9045720291,
504,2, 10.3270326805, 7.5588827324,
504,3, 10.6134776497, 9.6233966827,
504,4, 11.1428005409, 11.2268589401,
505,0, 11.7964940262, 16.0415057755,
505,1, 11.6315160179, 9.0892905807,
505,2, 14.0692024803, 7.3205900574,
505,3, 10.1946446800, 4.9778880596,
505,4, 10.3256422710, 7.0240968704,
506,0, 14.6037349892, 2.6478771162,
506,1, 14.6260487175, 6.7848371601,
506,2, 13.4381043625, 18.1059852982,
506,3, 10.4922255993, 7.9146307945,
506,4, 10.5152921104, 10.3464570999,
507,0, 13.5131906509, 9.8677822495,
507,1, 11.3051109505, 9.7422130966,
507,2, 10.3295613861, 4.0945090008,
507,3, 10.8974117661, 12.2067083740,
507,4, 11.7806524658, 12.2003824997,
508,0, 12.8365255547, 19.1991666412,
508,1, 12.2642686272, 9.9119564819,
508,2, 11.6369453049, 10.2082714844,
508,3, 13.1416407585, 5.7629970551,
508,4, 11.6383648682, 3.7403739071,
509,0, 10.2761889076, 4.2046328163,
509,1, 13.1579446983, 7.0102152634,
509,2, 10.1164711189, 7.6215048409,
509,3, 11.7498320961, 13.6191209602,
509,4, 9.6262116241, 8.5531872368,
510,0, 10.9085798454, 18.2179309845,
510,1, 11.5192756844, 18.8702863312,
510,2, 13.4450270462, 6.6700992393,
510,3, 11.1184910774, 5.1550179863,
510,4, 10.6426175499, 21.8474200439,
511,0, 10.6455960560, 9.8872368431,
511,1, 10.6500432396, 11.2813243294,
511,2, 11.0699308014, 9.7735987473,
511,3, 11.8447751617, 16.2909860229,
511,4, 11.8501849556, 10.7201758957,
512,0, 12.8126355553, 16.7452462769,
512,1, 15.1235516167, 9.2222141266,
512,2, 12.6019644547, 3.7331748676,
512,3, 10.9897528648, 6.2187093735,
512,4, 11.7560618877, 3.5946049309,
513,0, 11.8594229698, 8.9592689133,
513,1, 11.7920877647, 5.8446659279,
513,2, 10.1289860153, 11.2650629997,
513,3, 8.9897827721, 6.7462192154,
513,4, 9.2195979309, 15.7089809799,
514,0, 11.6641051865, 7.9003777885,
514,1, 12.4281228447, 5.8803896904,
514,2, 11.7941796970, 12.7032453918,
514,3, 12.0341829872, 5.1977345657,
514,4, 10.3628270721, 14.1248706055,
515,0, 11.6247051239, 7.7191170692,
515,1, 9.7246163750, 3.4491604900,
515,2, 10.8673256302, 20.1587075806,
515,3, 12.7485135460, 15.9364027786,
515,4, 10.3311088181, 5.1101532841,
516,0, 10.1774347496, 10.9363409233,
516,1, 12.5237877846, 7.8183424759,
516,2, 12.9637858009, 7.2926236057,
516,3, 10.2218346214, 7.2072784805,
516,4, 16.7397782326, 9.2152743149,
517,0, 10.3299057579, 13.2691765213,
517,1, 10.4505987167, 19.0077718353,
517,2, 13.1157877731, 6.6925663567,
517,3, 10.3516918755, 6.6978045273,
517,4, 8.1785663319, 6.6993962383,
518,0, 9.9723300362, 12.6807338715,
518,1, 10.3854203320, 9.3555986595,
518,2, 11.0406184006, 8.1731014061,
518,3, 10.1426801300, 13.4339139175,
518,4, 11.0713245773, 12.5528352356,
519,0, 14.5631875420, 14.6279276276,
519,1, 10.3288403893, 2.7113086414,
519,2, 12.1856402588, 10.9174773598,
519,3, 9.9973157120, 2.9403630495,
519,4, 13.4263250732, 5.1702762318,
520,0, 10.0514060593, 7.7753252411,
520,1, 10.4586221123, 14.2733203506,
520,2, 10.0802536774, 6.1796811104,
520,3, 10.5553418064, 5.4310235405,
520,4, 11.1008812809, 17.5257774353,
521,0, 11.7627092171, 6.2944527626,
521,1, 11.7643555641, 37.3548932648,
521,2, 10.7566794586, 12.2483826447,
521,3, 11.3051005363, 11.0193239784,
521,4, 12.7331708527, 12.7799078941,
522,0, 12.8444225883, 17.1621990204,
522,1, 11.4060691261, 9.4852782059,
522,2, 11.4511222649, 11.8863111877,
522,3, 10.1151097870, 3.1539609241,
522,4, 11.2350516319, 15.3242401505,
523,0, 10.9507748985, 7.1449603844,
523,1, 12.3026162148, 9.1545810699,
523,2, 12.8879383087, 5.5083273125,
523,3, 12.6096347046, 4.9072034550,
523,4, 11.4965670395, 10.0434522629,
524,0, 9.6223246193, 5.5316892910,
524,1, 11.6443091774, 4.9666642380,
524,2, 11.1771041679, 5.6493482018,
524,3, 11.0957929993, 30.5950261688,
524,4, 10.7963708305, 6.3702355385,
525,0, 9.3969602203, 7.0170236015,
525,1, 8.7841044331, 8.3260507393,
525,2, 10.9352256203, 9.9788695717,
525,3, 8.7077178001, 4.6878637505,
525,4, 7.9203184795, 12.9693190002,
526,0, 9.3324950600, 5.2971699715,
526,1, 14.1618984032, 7.4824581909,
526,2, 9.4003896427, 5.9607103729,
526,3, 10.6385523605, 17.0053408051,
526,4, 10.0093758202, 3.6653906059,
527,0, 10.0999787331, 12.8257017326,
527,1, 11.5499877548, 6.5224326706,
527,2, 14.1620787430, 32.8184488678,
527,3, 11.5529658318, 19.9611852646,
527,4, 11.1038116264, 4.3626771450,
528,0, 13.2902797890, 11.6048332787,
528,1, 11.6895969200, 6.0659903049,
528,2, 10.1157871819, 10.8777715683,
528,3, 11.8275767899, 4.0613117027,
528,4, 9.5889563179, 4.7757601357,
529,0, 11.5242753220, 7.1217487335,
529,1, 10.6119429779, 7.3191129112,
529,2, 11.5292077827, 3.0124155331,
529,3, 10.4566303062, 6.7344463539,
529,4, 10.7196212959, 10.4276485634,
530,0, 11.9592153740, 12.9874618340,
530,1, 10.7910312462, 6.2810543919,
530,2, 12.1207385254, 13.0102103424,
530,3, 13.3259956741, 4.3901667118,
530,4, 13.9403694534, 10.1684026718,
531,0, 10.8540316010, 1.6871639299,
531,1, 9.7977476311, 7.4955562973,
531,2, 11.5466129303, 4.0551268768,
531,3, 9.8313409424, 6.3723095894,
531,4, 9.8857063866, 8.5135297203,
532,0, 11.2711921310, 4.2341070938,
532,1, 8.6307738876, 6.4547615814,
532,2, 10.9275888443, 11.4078894043,
532,3, 10.8021047020, 11.0191233635,
532,4, 10.7899360847, 7.4520829582,
533,0, 9.2411949539, 3.8651343250,
533,1, 10.0136213684, 11.2750581169,
533,2, 9.7042305183, 9.7023248100,
533,3, 10.5454601383, 7.1939065552,
533,4, 12.3539695930, 6.1654523659,
534,0, 10.2105985451, 12.9820333481,
534,1, 12.3540983772, 7.5216854095,
534,2, 9.7848381424, 7.0222145844,
534,3, 10.6106085396, 7.7633362007,
534,4, 10.2539426041, 12.7695682144,
535,0, 10.0073041153, 4.9057492828,
535,1, 9.3299909782, 6.0183595848,
535,2, 11.0197603226, 5.8110114288,
535,3, 10.0810435009, 3.1474715328,
535,4, 10.1908540726, 6.9958313179,
536,0, 10.9823706913, 7.3266852570,
536,1, 8.5817269516, 11.1536331558,
536,2, 11.0738091278, 5.2599394798,
536,3, 10.4803937912, 12.0107557678,
536,4, 10.7627775478, 15.3799663925,
537,0, 12.1193793678, 3.6860258389,
537,1, 11.1272836494, 6.2097686958,
537,2, 12.8024808788, 13.9564287567,
537,3, 9.9112471676, 13.8379183578,
537,4, 9.2397682476, 3.2357706547,
538,0, 11.5182238197, 3.5246130085,
538,1, 8.2684561253, 10.2555429077,
538,2, 13.0049029922, 8.0259194756,
538,3, 10.8067857742, 4.7211989784,
538,4, 10.9283743477, 23.8248638153,
539,0, 10.7553720665, 5.1730362892,
539,1, 9.3616034603, 5.3071950817,
539,2, 8.4167543221, 5.8222380924,
539,3, 9.6063210869, 4.7724009228,
539,4, 11.7625193977, 8.0968571091,
540,0, 12.1533273315, 11.3221157646,
540,1, 13.3785760689, 11.6475595474,
540,2, 9.8099715042, 7.3027292156,
540,3, 13.2233667374, 9.3108335495,
540,4, 9.5826813316, 13.0515523529,
541,0, 11.5955772591, 17.0393798065,
541,1, 8.9135902977, 4.6590887022,
541,2, 12.1377222252, 15.3700047684,
541,3, 9.3210294342, 11.4874049377,
541,4, 9.6456634235, 5.9045200062,
542,0, 10.7508586502, 4.2005084419,
542,1, 9.3324631882, 3.5842982101,
542,2, 9.0149928093, 8.9651603508,
542,3, 11.0125348473, 21.6831082153,
542,4, 10.2008057976, 11.3110218048,
543,0, 11.3073267174, 13.7469472504,
543,1, 9.5252258110, 8.6364233208,
543,2, 9.5485713959, 6.3117973709,
543,3, 9.1559323883, 4.6561117268,
543,4, 10.0958508492, 9.7412311363,
544,0, 7.4519396210, 7.5411890793,
544,1, 10.9075893784, 3.2498851871,
544,2, 10.0894503403, 5.3623862743,
544,3, 9.8722295952, 8.7406086159,
544,4, 10.3929886055, 3.7036177254,
545,0, 8.6654431725, 10.0224697113,
545,1, 10.3670004082, 4.8141248417,
545,2, 10.1698673248, 5.5875093269,
545,3, 22.5367952728, 6.9142551041,
545,4, 11.1141297340, 14.9685137177,
546,0, 8.5345472717, 4.8933800602,
546,1, 9.7323309708, 17.0993896484,
546,2, 10.0624973106, 1.9075806236,
546,3, 12.1450388336, 12.0064049911,
546,4, 11.2777999306, 17.8197686386,
547,0, 9.5610703278, 3.6154536819,
547,1, 9.1402029800, 5.0232677269,
547,2, 9.5104807281, 8.8907742691,
547,3, 10.6342310143, 4.7673264503,
547,4, 11.7429352856, 7.9692243004,
548,0, 8.6875004196, 9.3239858818,
548,1, 9.1579193497, 2.6875659752,
548,2, 7.9751061344, 15.6441288757,
548,3, 9.0174499321, 10.1034072304,
548,4, 9.9569537544, 4.3201037693,
549,0, 11.3065690231, 12.2409221840,
549,1, 9.9205295372, 8.7616983032,
549,2, 9.6337202263, 6.3828484154,
549,3, 11.1749478912, 5.6591785812,
549,4, 10.0180680466, 6.7081109238,
550,0, 10.4021887589, 3.6331352425,
550,1, 17.5478911591, 9.5442750359,
550,2, 13.4200911522, 5.5283025265,
550,3, 9.7769085693, 6.9246321106,
550,4, 10.3910718346, 19.0672328949,
551,0, 10.5396302223, 6.3968750763,
551,1, 9.9027492142, 4.0661279392,
551,2, 9.1015519142, 8.8096471786,
551,3, 12.2546560669, 5.8954299259,
551,4, 9.8766361618, 6.8616891861,
552,0, 11.6107378960, 6.6966905785,
552,1, 10.5952227592, 4.4742900372,
552,2, 11.5330016804, 9.1951482391,
552,3, 8.7194358349, 4.0097648335,
552,4, 8.0962392426, 3.5490421009,
553,0, 9.6791921043, 7.9503518677,
553,1, 10.9410241890, 7.4687069702,
553,2, 9.5415674591, 4.7026451302,
553,3, 9.0274183464, 7.4062531948,
553,4, 9.6900538063, 6.1780290985,
554,0, 10.1925250626, 5.9365271568,
554,1, 9.7684899521, 6.5552000523,
554,2, 10.3862297249, 4.3480700016,
554,3, 11.7526404953, 9.4359677696,
554,4, 9.3925962067, 5.3260569763,
555,0, 9.8751552010, 14.3156255341,
555,1, 8.6078984737, 4.5804215622,
555,2, 10.4085320473, 10.5052822113,
555,3, 8.4906902981, 9.1797722435,
555,4, 10.3520246506, 12.4269693375,
556,0, 12.7990686512, 15.2073164368,
556,1, 10.9042205238, 5.8596473694,
556,2, 8.9051430225, 10.4875625992,
556,3, 8.7260397339, 8.6316134071,
556,4, 9.5979467201, 4.3021009445,
557,0, 7.3848410606, 3.6641444492,
557,1, 10.3439961433, 17.6190552521,
557,2, 9.1370920181, 6.6914278889,
557,3, 11.6869927979, 9.9023137283,
557,4, 12.8130709457, 5.9625632477,
558,0, 8.9617953396, 6.4742118835,
558,1, 8.3144343948, 9.3005551529,
558,2, 9.1966123199, 8.2709052658,
558,3, 8.9349177074, 6.7085118389,
558,4, 7.8384956360, 3.3922268867,
559,0, 8.3127542877, 5.5336306953,
559,1, 9.0849330139, 12.2264261246,
559,2, 8.6432818222, 6.8135227489,
559,3, 8.6363513565, 6.9370224380,
559,4, 8.2934340382, 7.7243910789,
560,0, 9.4261425400, 6.1982305813,
560,1, 11.5188963890, 8.6100977516,
560,2, 8.9004775047, 4.8801287746,
560,3, 10.7026669121, 8.9558755112,
560,4, 10.9194252205, 11.4918414116,
561,0, 9.2796821022, 8.7833755302,
561,1, 8.0930788136, 16.2508150482,
561,2, 8.3508698654, 5.4549256897,
561,3, 10.7706875992, 9.1695074081,
561,4, 10.6689133072, 10.0058411407,
562,0, 11.3825876045, 4.8090923119,
562,1, 10.4762981510, 9.3199672699,
562,2, 9.0871754074, 7.3179846478,
562,3, 10.6637920761, 6.1333217621,
562,4, 7.6493631744, 5.0996706581,
563,0, 9.5903924179, 13.5208842850,
563,1, 9.9021850014, 6.5955109787,
563,2, 10.1806584167, 6.2569676113,
563,3, 9.2037944221, 4.1520477390,
563,4, 10.0593925285, 7.8110090065,
564,0, 9.5442946529, 10.8303158760,
564,1, 9.0352236938, 7.7472855568,
564,2, 8.5135497761, 9.8841433525,
564,3, 9.7841280365, 6.5378272629,
564,4, 9.3263328362, 4.5578177452,
565,0, 10.3420432472, 7.9090666008,
565,1, 9.8147543907, 9.9892617416,
565,2, 9.0856730461, 6.7060531235,
565,3, 9.0492909050, 7.6745624352,
565,4, 10.1393444061, 12.3494203568,
566,0, 10.3672881794, 2.7886659241,
566,1, 8.2471222210, 8.4640199089,
566,2, 9.8493632126, 5.7577567005,
566,3, 9.6116902733, 8.2521515179,
566,4, 9.4644128227, 13.0875399780,
567,0, 10.6301859856, 3.7346570683,
567,1, 9.5189174080, 2.0119292355,
567,2, 9.9645384407, 9.6635511971,
567,3, 9.3018045807, 2.0248373795,
567,4, 9.1669238472, 8.7960438347,
568,0, 9.0268008518, 7.7644892883,
568,1, 10.3685724354, 11.2163003731,
568,2, 11.0439424515, 8.5158577919,
568,3, 8.9498686790, 8.0695846558,
568,4, 10.7762756920, 13.2314156342,
569,0, 16.8974718666, 7.8041454697,
569,1, 7.8871424294, 4.3090184498,
569,2, 8.4241859341, 6.1742911911,
569,3, 8.8455899715, 6.1181205940,
569,4, 9.5648706245, 16.0460431290,
570,0, 10.1206610298, 3.9143395519,
570,1, 9.2117809105, 9.4492162514,
570,2, 8.5233885956, 3.0482547760,
570,3, 9.2949939919, 2.5799749231,
570,4, 9.0484286499, 11.9041172028,
571,0, 9.7046661186, 10.4469785976,
571,1, 9.4403373432, 5.4812547302,
571,2, 9.9102928925, 23.5342905045,
571,3, 10.5169017601, 6.5476286316,
571,4, 8.3252005482, 10.2497119331,
572,0, 14.0806983185, 6.0353244781,
572,1, 9.9016084576, 7.7659623146,
572,2, 9.7337373543, 2.9915376425,
572,3, 9.7179064560, 6.2763114357,
572,4, 11.2277259827, 5.9051086044,
573,0, 8.0682893753, 5.0992018604,
573,1, 9.7016432571, 25.8197239685,
573,2, 9.1458710861, 6.6874568939,
573,3, 7.7471455097, 5.9531748104,
573,4, 8.9831347466, 9.6531577682,
574,0, 8.5049430084, 4.9864239883,
574,1, 10.9663428307, 16.3974413681,
574,2, 9.2765917015, 6.6259916115,
574,3, 8.9084510803, 2.7610136414,
574,4, 10.2920446682, 9.0548829079,
575,0, 10.5384509087, 3.1421117496,
575,1, 9.3265419292, 13.1251034927,
575,2, 9.2162117195, 10.3734888077,
575,3, 8.0963318539, 6.5673874092,
575,4, 10.0850445843, 15.3530476379,
576,0, 9.6437283897, 5.9696685696,
576,1, 9.7551129150, 6.2148799419,
576,2, 9.8756284523, 10.5243526649,
576,3, 11.2931827545, 7.7768712616,
576,4, 12.0414271736, 16.8367532730,
577,0, 11.5598053932, 6.7106583023,
577,1, 9.6769029045, 8.3390945816,
577,2, 8.9920592880, 3.1349190617,
577,3, 8.3817888451, 12.0836158180,
577,4, 8.1974125385, 6.7288447952,
578,0, 10.9451960278, 3.9653575611,
578,1, 9.3318169022, 11.5917271042,
578,2, 10.1053948975, 7.6680327225,
578,3, 7.9299073410, 8.5592938995,
578,4, 8.2205809307, 11.3193621445,
579,0, 10.6041717911, 4.0898463440,
579,1, 10.7191181374, 8.7298627090,
579,2, 8.1865857220, 7.6804800034,
579,3, 8.9033991814, 3.9375859261,
579,4, 8.7885150433, 14.1742631912,
580,0, 8.6601151085, 4.3142560005,
580,1, 9.7352503395, 3.7708564186,
580,2, 9.2324638748, 4.0572209072,
580,3, 9.1223810673, 8.9500353432,
580,4, 7.6400753784, 7.3798924637,
581,0, 9.3074910927, 10.2788119316,
581,1, 9.0216231728, 10.4216312408,
581,2, 7.5629317951, 4.4098001194,
581,3, 9.0466746807, 3.5981390715,
581,4, 8.4398101044, 6.0007163048,
582,0, 8.9631858444, 15.8917431259,
582,1, 8.2953090858, 2.3354909658,
582,2, 7.8996510506, 8.5636286354,
582,3, 8.5299861717, 6.9658830833,
582,4, 8.4738326073, 7.7326162910,
583,0, 9.9520556450, 7.0066141796,
583,1, 10.6282931328, 4.6175607967,
583,2, 8.5525064468, 4.9957700157,
583,3, 9.7287715054, 3.7322395134,
583,4, 10.1557367134, 9.2195668411,
584,0, 9.6989267349, 7.1840903473,
584,1, 8.0529764271, 9.8628902054,
584,2, 9.1308507347, 12.4949081421,
584,3, 8.4810108185, 9.8919414902,
584,4, 9.1673261452, 9.7811226463,
585,0, 11.4135551834, 4.9931263733,
585,1, 7.9327426624, 7.7525477982,
585,2, 7.4839699936, 6.1431504250,
585,3, 8.0556288052, 8.4659928703,
585,4, 8.8788535881, 9.8828749657,
586,0, 8.8161544037, 6.2731056786,
586,1, 9.2226436806, 5.0110545540,
586,2, 9.1404690170, 7.8134449005,
586,3, 8.9505513573, 5.6415044498,
586,4, 8.5062095928, 6.3800285149,
587,0, 8.3985765076, 13.1223369980,
587,1, 8.4873357964, 8.1839241791,
587,2, 6.5961712837, 5.4801989651,
587,3, 9.1560606003, 5.6253942394,
587,4, 10.5162527943, 4.6714103889,
588,0, 8.8965288734, 8.3599269485,
588,1, 8.7985767937, 3.9498498154,
588,2, 8.5628027058, 12.5308512115,
588,3, 11.5222467804, 7.6199597549,
588,4, 11.9805384827, 5.1178045559,
589,0, 9.9362848282, 7.6507298470,
589,1, 9.1574930573, 7.4384702682,
589,2, 9.0216684723, 9.2155713081,
589,3, 6.9196826363, 6.1857581520,
589,4, 9.7036337852, 6.4136335754,
590,0, 10.2402165985, 4.7901277542,
590,1, 8.9022800350, 2.4131374741,
590,2, 8.3044744301, 10.3151098633,
590,3, 8.4544552040, 4.6501319695,
590,4, 6.4549814510, 5.2678173637,
591,0, 8.0787202549, 6.0865838528,
591,1, 8.8806455994, 11.6073552513,
591,2, 8.6120923615, 10.9253100586,
591,3, 8.8093617344, 8.8630416870,
591,4, 9.4259921074, 5.6355830002,
592,0, 8.7702457142, 2.4949169445,
592,1, 13.3342346191, 6.5979699135,
592,2, 10.9868664742, 7.6058011055,
592,3, 8.3506488609, 2.9315516376,
592,4, 8.5628578568, 7.5120821190,
593,0, 11.0534310913, 3.2465817738,
593,1, 9.0636747360, 10.0245730782,
593,2, 8.9307705021, 7.8513095474,
593,3, 8.4436461258, 8.4759619141,
593,4, 8.8602772713, 9.9239761925,
594,0, 9.4691994476, 2.2286010647,
594,1, 8.4828252602, 8.5554439163,
594,2, 10.6398706055, 8.2361081505,
594,3, 13.5005651474, 9.2925987434,
594,4, 7.9963962269, 6.9860601425,
595,0, 8.0853364372, 6.6369328117,
595,1, 7.1680320168, 5.2597141171,
595,2, 9.3898527145, 11.1031095505,
