81	555.158	449	606.236	904	534.43	1700	718.995
101	687.131	314	724.256	710	713.569	1700	791.329
68	337.954	283	376.797	586	387.304	1300	428.203
66	523.233	407	579.722	763	600.026	1300	649.536
73	280.791	361	305.896	720	320.13	1400	348.791
63	630.718	489	691.715	978	742.366	1600	799.327
46	198.023	183	241.142	344	233.417	1200	420.016
103	334.131	308	395.305	577	392.796	1700	428.296
99	250.641	386	269.78	694	278.356	1600	270.743
61	357.862	227	384.276	526	401.277	1200	335.312
50	369.517	263	393.571	508	406.14	1000	409.396
87	147.187	344	170.905	702	181.79	1500	194.391
63	409.895	364	504.652	636	514.912	1300	559.262
82	296.838	359	351.02	644	351.877	1500	833.064
50	322.342	315	353.331	589	365.801	1100	418.882
99	398.363	428	452.409	804	465.547	1600	630.697
72	302.706	225	335.766	503	327.059	1300	913.181
88	399.478	391	492.827	782	502.454	1500	540.249
66	232.491	300	253.314	659	232.309	1400	543.613
53	343.785	121	374.147	519	297.842	1300	807.991
58	555.979	557	626.345	1097	660.588	1600	791.494
92	190.064	207	209.724	566	165.326	1400	456.569
61	445.684	368	511.264	685	534.31	1300	600.279
83	274.274	259	290.414	750	230.156	1700	538.379
52	487.557	140	552.761	674	428.663	1400	978.984
58	587.186	496	657.413	965	706.485	1500	741.083
