epoch,n, train_loss, valid_loss
494,4, 7.6622784901, 8.9523438644,
495,0, 11.1051974869, 7.0173336792,
495,1, 9.3972647285, 12.7359420395,
495,2, 8.6609173393, 6.0914137077,
495,3, 7.7300190830, 12.1059940720,
495,4, 7.3939059067, 4.2989178181,
496,0, 7.7064046383, 8.3446346474,
496,1, 7.2357692051, 9.5642946625,
496,2, 7.5845452499, 6.9391427708,
496,3, 9.2168313789, 7.3978939056,
496,4, 9.1907252502, 10.3130683517,
497,0, 9.2165319538, 6.5929095554,
497,1, 7.3979114342, 13.0229186630,
497,2, 9.7966250038, 7.4192878723,
497,3, 9.0040976143, 5.3686990738,
497,4, 8.5532936859, 13.6991798782,
498,0, 8.2803606415, 3.9655068111,
498,1, 7.1739852715, 5.2393753624,
498,2, 8.2715928078, 9.1068576813,
498,3, 7.5536548615, 3.7108769226,
498,4, 7.0646758938, 2.8941114902,
499,0, 7.7336872005, 8.9388122368,
499,1, 7.2876660538, 3.6353617001,
499,2, 10.3251451492, 3.3048811913,
499,3, 9.1747029877, 3.0174745369,
499,4, 11.0285134697, 8.2942930603,
500,0, 8.2483001900, 18.4300285721,
500,1, 8.3037956047, 3.4928344250,
500,2, 8.5186602211, 9.4789432526,
500,3, 6.9610630226, 9.1352268791,
500,4, 8.3698612213, 7.5405927658,
501,0, 10.4819863892, 4.6518652248,
501,1, 7.8795172787, 4.5719718075,
501,2, 8.1317102242, 7.9397021103,
501,3, 10.6486372375, 9.8090529251,
501,4, 7.9673084450, 3.5153162861,
502,0, 8.0163344574, 4.4560125446,
502,1, 7.8260013008, 3.7239279985,
502,2, 9.3878734112, 3.4458329630,
502,3, 8.8277847481, 21.6796521759,
502,4, 9.9924785805, 8.3989172173,
503,0, 9.8453931808, 11.4855338669,
503,1, 7.3647688580, 4.9090136909,
503,2, 9.6963559723, 31.6605422211,
503,3, 7.5734378338, 4.1739492702,
503,4, 11.4131201363, 5.7356939888,
504,0, 8.7297603035, 13.9642235947,
504,1, 8.6720364380, 3.0364216518,
504,2, 7.9315125084, 5.2778563595,
504,3, 7.1534836006, 5.3152203369,
504,4, 8.0205361080, 10.7458745575,
505,0, 7.6776006889, 8.2816651535,
505,1, 7.8407851410, 14.1287358475,
505,2, 9.3594775009, 6.3933013916,
505,3, 8.4528916931, 18.8606790924,
505,4, 10.6868762016, 5.2737032318,
506,0, 7.5830115604, 4.6569987202,
506,1, 9.9463992500, 19.0095278168,
506,2, 8.5290853786, 19.7320452881,
506,3, 8.4742182159, 4.1937304115,
506,4, 8.5407726574, 7.5532139397,
507,0, 8.3943618202, 12.4607578278,
507,1, 10.8833876419, 14.0328707886,
507,2, 10.6926096725, 60.2825761414,
507,3, 8.8312590313, 5.4342673874,
507,4, 7.1416575813, 1.9841512823,
508,0, 7.9436334133, 14.6345732498,
508,1, 6.7211968708, 8.2893845940,
508,2, 9.6633282280, 3.1949297619,
508,3, 8.2364857101, 5.9002216721,
508,4, 7.3639126873, 10.6235770416,
509,0, 19.3797203636, 8.6501951027,
509,1, 8.6004261971, 4.7305455875,
509,2, 8.8223431396, 8.9487312698,
509,3, 7.4802944088, 3.5470858431,
509,4, 8.9569717598, 34.7909143829,
510,0, 9.4605335712, 12.7690231323,
510,1, 10.2763804722, 13.2241796875,
510,2, 7.3677310371, 2.9934910870,
510,3, 7.9065347481, 13.3907757950,
510,4, 8.9610297203, 9.4484496498,
511,0, 6.3936740208, 3.0747508001,
511,1, 8.4138083458, 8.0122773552,
511,2, 9.0322156620, 4.6137209892,
511,3, 8.9436629105, 4.9327228260,
511,4, 7.7747609329, 5.4529247761,
512,0, 7.9543133736, 15.6602648544,
512,1, 7.3833490467, 6.7489407921,
512,2, 7.1264159775, 3.3211468983,
512,3, 11.4028170109, 11.9280549622,
512,4, 11.5544987869, 8.1086176109,
513,0, 7.4234888744, 12.5895812988,
513,1, 8.3318119049, 2.2586764765,
513,2, 8.6332927322, 10.3032420921,
513,3, 7.0785105896, 2.7021794510,
513,4, 7.4190885925, 8.5276847458,
514,0, 8.3931154728, 9.9371451378,
514,1, 7.3173030663, 4.7707611561,
514,2, 8.1290407085, 8.9345527840,
514,3, 13.1352803707, 17.5238712311,
514,4, 9.1771758842, 4.7574946785,
515,0, 7.7867707062, 16.0647460175,
515,1, 9.0778287983, 4.8712685585,
515,2, 8.2240763760, 28.8932360077,
515,3, 8.8014659977, 8.7493542576,
515,4, 8.5839758873, 3.3890843582,
516,0, 9.8433403587, 4.0000857067,
516,1, 8.1842853928, 3.8896600437,
516,2, 8.2779154778, 6.4716716957,
516,3, 8.3199059296, 14.5953637314,
516,4, 7.7618128586, 6.9663493919,
517,0, 9.2763512993, 3.7341749048,
517,1, 10.0925111771, 8.8075209045,
517,2, 8.5789484215, 12.2910071564,
517,3, 9.1114458370, 7.3666139030,
517,4, 13.2140946865, 26.3045670319,
518,0, 10.7509349442, 6.0262431526,
518,1, 6.9011584187, 12.7925604630,
518,2, 8.5378498650, 5.3822971153,
518,3, 7.9307750225, 4.2308025074,
518,4, 6.9751814270, 4.4098208809,
519,0, 6.9472459126, 8.5318734360,
519,1, 7.3444321918, 8.9674952126,
519,2, 7.4227074146, 13.1092226028,
519,3, 7.9531892967, 6.1016488457,
519,4, 11.1462185764, 8.3580143929,
520,0, 8.2367416477, 7.1949223280,
520,1, 7.0623185158, 5.8968334770,
520,2, 7.2785212326, 10.0892238808,
520,3, 7.2954307842, 4.2197692299,
520,4, 6.7900917912, 6.5597080994,
521,0, 9.3498105049, 9.5893790627,
521,1, 9.7118737221, 10.9705780411,
521,2, 7.6149192429, 2.9502670240,
521,3, 10.5395943260, 6.1435161400,
521,4, 7.8008374977, 5.1876041126,
522,0, 7.3190606022, 3.9417552471,
522,1, 8.7728798008, 2.4004876232,
522,2, 8.9576011944, 7.2772018337,
522,3, 8.4228613758, 5.8334569168,
522,4, 8.0569938469, 10.4119683075,
523,0, 7.1872474766, 6.5517652082,
523,1, 6.9007622051, 3.7881373119,
523,2, 7.2628872299, 2.8090125370,
523,3, 8.3757218552, 4.4836501026,
523,4, 7.1966992474, 8.3863470650,
524,0, 7.1855056000, 3.9312585974,
524,1, 10.4787818718, 4.4946615601,
524,2, 9.4743015862, 9.3335347366,
524,3, 8.0703764343, 8.9319165421,
524,4, 6.7867625809, 11.9252952385,
525,0, 18.1294809341, 29.0332415390,
525,1, 9.2295200157, 5.4783910561,
525,2, 7.0494062614, 4.9477954340,
525,3, 7.1484687424, 16.4346150970,
525,4, 6.6261459637, 3.6656680298,
526,0, 8.5993530655, 13.1155172157,
526,1, 7.7233368969, 7.3923318672,
526,2, 9.5055234718, 4.8835094452,
526,3, 6.5472047710, 3.7746074390,
526,4, 10.4710484028, 8.1091387939,
527,0, 6.8077143192, 2.2348131657,
527,1, 7.1456728745, 16.0944821548,
527,2, 7.5537456894, 3.6166055012,
527,3, 7.6648826504, 3.4309979057,
527,4, 7.6231070518, 25.5728532410,
528,0, 6.6926006126, 11.7356707001,
528,1, 8.6935819912, 4.8636083508,
528,2, 7.5478669167, 6.9259773636,
528,3, 6.4161537170, 6.1757757950,
528,4, 5.9670778370, 3.6543246222,
529,0, 7.6771812916, 5.2738836861,
529,1, 6.4912094021, 7.6174826241,
529,2, 6.9382476044, 6.8969734573,
529,3, 9.2716068840, 2.8456349087,
529,4, 7.5480207157, 7.8086685753,
530,0, 7.7607344055, 5.2170217705,
530,1, 6.8633476639, 10.9427072906,
530,2, 7.9162841320, 2.4356802654,
530,3, 8.9645468807, 10.8828425026,
530,4, 8.1024662685, 6.6768865013,
531,0, 7.0093791199, 4.3243155670,
531,1, 7.0121442986, 9.3021662140,
531,2, 6.3882468987, 9.8660442352,
531,3, 7.4435947418, 5.7035482264,
531,4, 7.3401845741, 10.6351068306,
532,0, 7.8498157883, 4.0008671761,
532,1, 7.1803919315, 8.0224718285,
532,2, 8.8971882248, 7.6653570366,
532,3, 7.7143400955, 12.3237206268,
532,4, 8.1493257999, 5.5176161861,
533,0, 7.9267294788, 2.8655527878,
533,1, 6.8705927563, 1.5745402718,
533,2, 8.9019429874, 6.3791445923,
533,3, 8.2054981613, 5.1754258728,
533,4, 7.5441546345, 12.7373546600,
534,0, 8.6139728546, 8.7647779083,
534,1, 9.2740431023, 12.0533383942,
534,2, 7.8932903481, 7.6373895264,
534,3, 8.5741977406, 8.5476157761,
534,4, 9.2988293839, 8.0395749283,
535,0, 7.3440873623, 4.0187758255,
535,1, 8.1766482449, 6.4651973724,
535,2, 9.6127860451, 4.9496895790,
535,3, 8.1598323250, 4.6343904591,
535,4, 7.0049015236, 3.9719768620,
536,0, 5.7892370796, 5.0208047867,
536,1, 6.5441880894, 3.0615816045,
536,2, 6.5778447056, 8.4966440582,
536,3, 7.4325076294, 3.5015422440,
536,4, 6.1690409946, 3.9986647034,
537,0, 6.9928114033, 4.4000463390,
537,1, 6.7088673115, 5.0453586388,
537,2, 7.2256601334, 5.6990017128,
537,3, 8.0786646748, 3.7992498112,
537,4, 7.9019261360, 10.4093090057,
538,0, 8.2193098545, 3.4755927086,
538,1, 7.3090589428, 4.7258826733,
538,2, 7.2272482681, 8.6646527481,
538,3, 8.2612947369, 5.5435813808,
538,4, 6.5989335632, 5.0425984669,
539,0, 7.1805263329, 4.3202625561,
539,1, 7.4826905155, 2.5840355587,
539,2, 8.1494861794, 8.8368552017,
539,3, 7.4172695065, 8.2359109688,
539,4, 7.6315342808, 4.0685723019,
540,0, 6.7945523357, 8.6855496597,
540,1, 7.3988352394, 4.3470121288,
540,2, 7.8924322033, 16.0327918625,
540,3, 7.2812687302, 4.8779293156,
540,4, 8.3759297180, 2.6670796680,
541,0, 7.2867153549, 10.9108538437,
541,1, 7.6905965042, 8.4910395050,
541,2, 7.4249203587, 6.5760956097,
541,3, 7.3698677731, 6.2610552979,
541,4, 8.6813639069, 10.2655186462,
542,0, 7.9904609585, 9.6803670692,
542,1, 7.0213649940, 4.8451974010,
542,2, 6.9812375832, 11.4437494659,
542,3, 6.5557154179, 1.9133976507,
542,4, 8.0215872288, 6.0677209663,
543,0, 7.6159428215, 3.5772663021,
543,1, 6.0325336266, 2.1797807455,
543,2, 7.6213574505, 4.6568996334,
543,3, 6.5859890270, 6.6386809063,
543,4, 6.4204302597, 7.3058356857,
544,0, 6.4885605145, 2.8882086802,
544,1, 8.0844530487, 6.7000767326,
544,2, 7.9833874798, 7.3024685669,
544,3, 5.8692188835, 6.0168529892,
544,4, 11.5443795872, 7.5906700134,
545,0, 8.2901081944, 11.4645997810,
545,1, 5.7809819508, 5.6837228012,
545,2, 8.3861344147, 6.6233692074,
545,3, 8.2801693344, 8.0927356148,
545,4, 6.4332117081, 4.4872407913,
546,0, 15.9486573410, 7.2256240654,
546,1, 8.3246082497, 9.1903704262,
546,2, 8.6394723225, 4.4067409039,
546,3, 7.3238262272, 6.5996820259,
546,4, 6.3962648296, 2.3459594631,
547,0, 7.2894831562, 7.3636464691,
547,1, 7.2408259869, 4.5269752121,
547,2, 5.7349482250, 4.5524988174,
547,3, 5.9390311432, 7.8719873619,
547,4, 6.6707599068, 6.4849809265,
548,0, 7.9335901070, 5.1861249733,
548,1, 7.0317643166, 4.7493751049,
548,2, 5.7449407482, 6.8133674049,
548,3, 7.7562936783, 3.4260191822,
548,4, 6.3387301254, 3.6136329556,
549,0, 7.7553456306, 10.0997805977,
549,1, 7.7997359276, 11.8594621468,
549,2, 7.0151029873, 6.7546632767,
549,3, 6.6169527626, 3.0028095722,
549,4, 6.2769296932, 4.9285382462,
550,0, 5.4911633682, 3.3975753212,
550,1, 7.0579509068, 4.1033665562,
550,2, 6.7071574402, 4.7749475813,
550,3, 6.3570564938, 10.3650372887,
550,4, 5.7602308559, 12.3947984314,
551,0, 10.6901469612, 4.9231767368,
551,1, 6.1475716305, 2.2747771931,
551,2, 8.4489291668, 3.1488224316,
551,3, 7.3159733200, 7.9614679718,
551,4, 9.5334202576, 8.1111157417,
552,0, 7.1198753071, 4.3633301067,
552,1, 9.0983064461, 4.0403538513,
552,2, 6.0388700581, 5.7637678146,
552,3, 7.4127050018, 5.7566362572,
552,4, 6.3757066727, 3.6920302200,
553,0, 6.1964057255, 5.3932911301,
553,1, 7.2919194603, 5.1956881809,
553,2, 9.8216021729, 12.1852875137,
553,3, 7.2140701103, 11.5480937958,
553,4, 11.1008735466, 22.3992073822,
554,0, 9.5016150093, 9.9738750839,
554,1, 7.8239125156, 7.7539803696,
554,2, 6.2705336189, 2.7928286839,
554,3, 6.1564321423, 3.7339660168,
554,4, 6.0117095184, 3.2226437473,
555,0, 6.3062421322, 3.2075061417,
555,1, 6.7978693485, 6.7235338783,
555,2, 6.5049523926, 2.9025706387,
555,3, 6.0661245823, 6.8525467682,
555,4, 6.7094408131, 4.4153135490,
556,0, 9.7540841198, 18.4779746628,
556,1, 7.3594851208, 6.6722656345,
556,2, 6.8492264843, 6.4879857063,
556,3, 8.0295012665, 1.9023058224,
556,4, 5.8283085918, 5.6407021141,
557,0, 6.4938325882, 7.5787738991,
557,1, 7.4709640598, 3.0775593662,
557,2, 9.6991899300, 5.3229787064,
557,3, 6.9940702915, 14.8557370377,
557,4, 6.4193542671, 4.4045827961,
558,0, 6.0875707150, 7.5511110878,
558,1, 5.8083495140, 7.0802950954,
558,2, 6.0609952354, 3.1862562466,
558,3, 6.3191780090, 6.0026711559,
558,4, 7.1158025837, 6.8993910217,
559,0, 5.8264561176, 3.3854320383,
559,1, 6.6691803074, 6.4579326630,
559,2, 6.4072056866, 2.2149066401,
559,3, 6.3501343250, 10.4348537254,
559,4, 6.6369741154, 3.2123375320,
560,0, 6.3743901157, 8.4141615677,
560,1, 6.8048854637, 3.1378597927,
560,2, 6.8703570080, 6.4938062572,
560,3, 7.6332338047, 5.7961837769,
560,4, 8.0888862038, 10.6570443344,
561,0, 6.8800707054, 1.9651375103,
561,1, 8.4265692139, 10.9873394585,
561,2, 6.6464452362, 3.4720164394,
561,3, 5.9911621952, 10.8174890900,
561,4, 6.8817525959, 4.9053046799,
562,0, 7.6818704700, 2.9470534325,
562,1, 6.5853891754, 3.7943977404,
562,2, 7.9534982777, 4.0948271751,
562,3, 7.0033743858, 6.4236632156,
562,4, 7.2091424561, 8.3868455505,
563,0, 6.2883998108, 2.3271066856,
563,1, 6.1616543388, 9.1304206085,
563,2, 5.6867300415, 6.8088211155,
563,3, 6.1017014122, 8.0991573715,
563,4, 7.2698605347, 6.4937702656,
564,0, 9.3989314365, 4.3991401768,
564,1, 8.5952929115, 8.7447937870,
564,2, 6.8175250530, 3.0223047638,
564,3, 6.5666070938, 7.0662201691,
564,4, 6.3199214745, 10.2572686577,
565,0, 7.2342815971, 2.7764151669,
565,1, 6.9379727936, 5.9135873032,
565,2, 6.0896870995, 7.1508847523,
565,3, 6.5021761703, 15.8178530121,
565,4, 5.9718042946, 3.7697291756,
566,0, 6.8170270061, 2.2640788078,
566,1, 6.8310750866, 3.8992665863,
566,2, 6.0197748947, 3.9043892097,
566,3, 6.1960005569, 8.6103285027,
566,4, 5.7686970901, 12.8636894989,
567,0, 6.3280537033, 4.4907046127,
567,1, 6.3894948769, 3.5096777344,
567,2, 7.3088126850, 5.1678362179,
567,3, 7.6774141693, 3.5810235977,
567,4, 9.0105899143, 9.9179878235,
568,0, 6.9000277328, 6.1492602444,
568,1, 6.4452984715, 5.4384595442,
568,2, 7.6581534576, 11.2076165390,
568,3, 6.4364808464, 4.5665421200,
568,4, 6.2849266148, 3.2385820675,
569,0, 6.1536515713, 5.3368825150,
569,1, 6.5938743782, 10.9931140518,
569,2, 5.7969426537, 3.9934008694,
569,3, 7.1074011517, 7.4747604752,
569,4, 7.6315085506, 18.2760018921,
570,0, 6.8771751785, 4.9570226002,
570,1, 6.2895006180, 5.8177049541,
570,2, 7.0411852360, 2.9810527229,
570,3, 7.3921581554, 2.8148276043,
570,4, 6.5405770397, 5.4641518211,
571,0, 6.3608942032, 14.5201449966,
571,1, 5.9435395718, 6.4127585983,
571,2, 5.7932292366, 4.1724519920,
571,3, 5.7994106960, 4.9264917564,
571,4, 6.0772693729, 4.7686953068,
572,0, 6.3252458096, 4.7928619766,
572,1, 7.1590352631, 9.6133940125,
572,2, 6.6799425507, 2.5285237408,
572,3, 6.2924403954, 3.7483651352,
572,4, 5.2692572689, 4.2205559015,
573,0, 6.0899347687, 14.6851765060,
573,1, 7.2497999382, 11.5050494194,
573,2, 7.5282226849, 8.2978090858,
573,3, 7.0245380497, 8.0707126236,
573,4, 6.8215869141, 6.5285806084,
574,0, 6.3390619850, 3.7426631546,
574,1, 8.8147204876, 7.3759852982,
574,2, 6.5744866657, 10.1105016518,
574,3, 7.1502371216, 4.8634804440,
574,4, 6.0300844765, 3.6890588570,
575,0, 9.4656026459, 4.6924934673,
575,1, 7.0067282486, 35.4711557007,
575,2, 5.3380610371, 4.6503874588,
575,3, 5.3199237442, 6.8967477226,
575,4, 6.2409738064, 3.6342302990,
576,0, 5.8622832680, 6.1704714680,
576,1, 6.5899056339, 2.3011376047,
576,2, 6.0151187134, 3.5401329517,
576,3, 7.2614921093, 8.4866648293,
576,4, 9.2613670254, 8.9387239742,
577,0, 7.4611277866, 8.0640916252,
577,1, 6.5830923462, 3.9329447174,
577,2, 7.7663469887, 19.0291899872,
577,3, 7.8711362362, 9.9751200485,
577,4, 7.8075877285, 7.3710176277,
578,0, 8.5936069584, 6.6581466198,
578,1, 6.2250663948, 3.6182900620,
578,2, 6.4062448597, 7.9002133560,
578,3, 5.6939919949, 5.7568948269,
578,4, 6.4892084026, 4.5054460239,
579,0, 8.5120053291, 5.1478639030,
579,1, 7.4087426376, 6.0691104317,
579,2, 6.8456264114, 9.6773360062,
579,3, 5.9416646576, 3.9029092979,
579,4, 6.0385486794, 5.8228480244,
580,0, 8.9465261078, 8.1518441963,
580,1, 7.8768949795, 3.4129304600,
580,2, 5.8610300255, 10.1613405800,
580,3, 6.7941613293, 3.7466346169,
580,4, 5.6721623421, 3.2087957907,
581,0, 6.3072157669, 7.7103453255,
581,1, 6.2740569305, 7.9832133293,
581,2, 5.8236034012, 2.6214898682,
581,3, 5.1754594707, 2.0492569208,
581,4, 6.4817696857, 6.1653668499,
582,0, 6.3169872570, 7.1235728264,
582,1, 12.2762551498, 4.4870460892,
582,2, 5.9621609783, 2.7389572620,
582,3, 5.6948119926, 3.6489643669,
582,4, 5.9396880627, 4.8810680199,
583,0, 6.3636229992, 4.4439259911,
583,1, 5.6041860962, 2.9969573450,
583,2, 6.7252228928, 6.2733764648,
583,3, 5.3885688877, 5.4527934265,
583,4, 7.2103641224, 3.9365544796,
584,0, 6.7675807762, 3.8164699554,
584,1, 6.3849819469, 5.0726415157,
584,2, 5.6529156017, 4.5910284424,
584,3, 6.1727822399, 8.0728065872,
584,4, 8.4363650513, 3.9227450657,
585,0, 7.8349024773, 4.2543670082,
585,1, 5.8988811207, 6.7974423790,
585,2, 6.4814412498, 2.4599723196,
585,3, 5.5080398560, 4.6912348557,
585,4, 5.4829261112, 4.1925440693,
586,0, 7.4878412724, 7.9905874443,
586,1, 12.8946105289, 6.7877339077,
586,2, 11.4372912598, 5.0209731007,
586,3, 5.8881619167, 3.0392914104,
586,4, 5.1279977131, 4.4822818613,
587,0, 5.3241766930, 5.2506683445,
587,1, 5.3247552967, 5.1960100079,
587,2, 5.6544443893, 2.5479406023,
587,3, 7.7244380188, 8.3644168758,
587,4, 6.4737534809, 4.8507167816,
588,0, 6.5639693069, 3.6899133492,
588,1, 5.9830740261, 6.5399238873,
588,2, 6.1078589630, 4.7682211971,
588,3, 7.3158701229, 8.9211434746,
588,4, 6.3415004921, 4.2547694206,
589,0, 6.6398945808, 6.0924378586,
589,1, 7.2935168648, 4.2009193993,
589,2, 5.4475977230, 2.0784796524,
589,3, 5.5107724094, 2.9354421616,
589,4, 6.4760064125, 3.8196054983,
590,0, 6.0296863270, 6.4029412746,
590,1, 6.8244751072, 15.3994245529,
590,2, 5.9045046234, 2.0793439889,
590,3, 6.2247270393, 4.3128199673,
590,4, 8.6245685387, 12.9800083542,
591,0, 6.6845130825, 7.3794043350,
591,1, 8.7868266296, 3.9046218348,
591,2, 5.7643626595, 7.0611360645,
591,3, 6.6096616173, 2.7257515812,
591,4, 7.5557395458, 4.2414746189,
592,0, 6.3390588093, 4.0169660759,
592,1, 6.1746442604, 2.8683371592,
592,2, 4.9133445263, 3.5929748964,
592,3, 6.0034625435, 4.9786447001,
592,4, 6.4823606300, 8.2347729683,
593,0, 7.4893372631, 6.3600386238,
593,1, 7.1808017540, 7.3462709427,
593,2, 6.9171339130, 5.9769106960,
593,3, 6.3563633060, 4.2799251556,
593,4, 7.5119200706, 7.7648326683,
594,0, 6.2825603008, 3.6134215450,
594,1, 5.5513393784, 6.9962073135,
594,2, 7.3367724514, 9.7343297958,
594,3, 7.0298738289, 4.4070541286,
594,4, 7.7874451065, 11.3640774918,
595,0, 7.4661377907, 22.9390429688,
595,1, 6.1771708012, 4.0870212412,
595,2, 5.6798528004, 1.7430079126,
595,3, 5.0745512295, 3.7207000446,
595,4, 4.9983843517, 3.5140771818,
596,0, 5.4414522076, 5.7045876122,
596,1, 5.4805431175, 4.5296057224,
596,2, 5.5374637508, 3.2263023949,
596,3, 8.1556933212, 9.5971185303,
596,4, 5.9941969776, 12.5496829033,
597,0, 5.5878594589, 2.8025589132,
597,1, 7.0907561398, 7.8560035133,
597,2, 5.2205858135, 4.7010429382,
597,3, 6.1996094894, 5.4853294373,
597,4, 6.4314543247, 9.0063207054,
598,0, 5.9188111687, 3.4182051086,
598,1, 11.0723882771, 8.7798948860,
598,2, 6.4209689426, 2.6175316811,
598,3, 5.8811536121, 10.0083856010,
598,4, 5.2372615719, 2.3786576843,
599,0, 5.1382898045, 8.2026615143,
599,1, 6.0862687588, 4.6198174953,
599,2, 6.9957880878, 6.4756202698,
599,3, 6.8156267071, 5.6011825752,
599,4, 6.0194565678, 5.9840735912,
600,0, 7.2941363049, 3.5554257011,
600,1, 6.5026763725, 9.5540000248,
600,2, 6.7454115295, 5.8232999134,
600,3, 5.8881389713, 4.7601049423,
600,4, 5.6648094273, 2.3379963255,
601,0, 5.1845067406, 2.8927688742,
601,1, 9.4540812016, 6.1881268597,
601,2, 7.2258108711, 6.3954360199,
601,3, 6.6242584229, 7.6573270416,
601,4, 5.3202346897, 2.2896481085,
602,0, 4.9276884651, 5.1700822163,
602,1, 5.4359092331, 4.9780815887,
602,2, 6.9086387634, 6.6466221428,
602,3, 5.3447874641, 6.5584104061,
602,4, 5.3889673901, 4.8936796379,
603,0, 5.8108600712, 5.1008081532,
603,1, 5.4437814522, 3.6089222431,
603,2, 6.1036009502, 13.8562985992,
603,3, 8.0901058197, 3.1493200874,
603,4, 10.4369141769, 25.4908265686,
604,0, 6.8686079311, 2.3903043127,
604,1, 5.6800549507, 2.5648929596,
604,2, 4.7591572666, 8.7938451195,
604,3, 5.5162702084, 3.0636205959,
604,4, 6.1651175785, 3.4358307171,
605,0, 5.9790637302, 9.9952644348,
605,1, 6.3061814499, 3.5219056940,
605,2, 5.4891941261, 3.8023667812,
605,3, 5.6362113380, 3.9006673717,
605,4, 5.9173968506, 7.7077241421,
606,0, 4.9874925518, 3.8634926796,
606,1, 5.6763959312, 5.0287507534,
606,2, 5.5802677822, 6.8161728287,
606,3, 6.3299760628, 7.3264182854,
606,4, 6.3233797264, 1.7508418417,
607,0, 6.1063187695, 5.6039937782,
607,1, 5.9830312538, 2.6775387287,
607,2, 5.7734786797, 6.3438521004,
607,3, 4.8911612892, 2.3640303040,
607,4, 9.3815657806, 4.2337287235,
608,0, 5.5374781799, 2.0912083125,
608,1, 6.8571754169, 7.2670308304,
608,2, 5.9946076679, 5.2795310974,
608,3, 7.9879806137, 11.8216099167,
608,4, 6.5057524681, 6.9350603485,
609,0, 6.5636175919, 2.8439456129,
609,1, 5.4195535278, 2.8612659836,
609,2, 6.3502138233, 4.2183457375,
609,3, 6.1201340103, 4.1045946503,
609,4, 6.4093124962, 4.6486820984,
610,0, 5.0956099796, 3.7468900490,
610,1, 7.2416550922, 4.5202087975,
610,2, 5.6338470364, 7.2330444241,
610,3, 5.4670351887, 3.1744813967,
610,4, 5.6316189194, 8.8433828926,
611,0, 5.4321120644, 4.5588074398,
611,1, 5.1411721230, 3.9247678089,
611,2, 5.7728139019, 3.1748597527,
611,3, 5.0650989532, 9.2110271645,
611,4, 6.9797037411, 6.7084507370,
612,0, 6.3955103493, 4.4791400719,
612,1, 6.2985108852, 2.5791180182,
612,2, 6.6910701656, 6.7171986961,
612,3, 6.8805731201, 10.6718617058,
612,4, 6.0626072598, 4.4502065372,
613,0, 5.4499326515, 5.8718845081,
613,1, 7.0244943428, 6.2487014389,
613,2, 5.0040457821, 5.5107961941,
613,3, 5.6609572411, 2.7225866032,
613,4, 6.1590788269, 2.8729037189,
614,0, 5.8926696777, 6.6171685028,
614,1, 5.5297719383, 3.7679162025,
614,2, 10.8713383293, 19.9743689346,
614,3, 6.1862195206, 3.4813710690,
614,4, 5.1568966198, 3.2123587894,
615,0, 8.4910051727, 6.8369403267,
615,1, 6.9722513390, 4.3502275658,
615,2, 7.0758190632, 4.1783942699,
615,3, 5.9537146473, 7.2899376392,
615,4, 11.8204610443, 6.3110338306,
616,0, 7.7587670994, 4.6973905849,
616,1, 5.9293298435, 4.1087357140,
616,2, 5.3252747917, 4.7350329399,
616,3, 5.1589933395, 9.1700545692,
616,4, 5.3022686291, 2.5871985245,
617,0, 4.9959595966, 4.3453481436,
617,1, 6.0371381092, 5.5489730263,
617,2, 6.2790225315, 10.8445794678,
617,3, 6.1178367615, 2.8493208075,
617,4, 6.9971534061, 16.1603647614,
618,0, 5.6333405876, 6.0179644108,
618,1, 5.3799524879, 3.3200216675,
618,2, 7.6633298588, 10.2715902328,
618,3, 7.3176811504, 11.6544107437,
618,4, 6.3348055649, 4.1514494658,
619,0, 6.3777854156, 4.7583872604,
619,1, 5.9150549316, 4.0222375679,
619,2, 6.2671270943, 11.6145312119,
619,3, 5.8736403561, 1.5182723117,
619,4, 5.3762361240, 7.4142903519,
620,0, 5.5969403553, 2.3696762466,
620,1, 7.4331267452, 9.3478901672,
620,2, 5.9308720398, 2.6637690306,
620,3, 6.0842079353, 2.4106053829,
620,4, 5.5806960011, 4.3840931559,
621,0, 5.9264881420, 2.2855311775,
621,1, 5.8147703648, 3.5968924141,
621,2, 5.9316990280, 5.4217630196,
621,3, 4.7009686518, 8.8307870865,
621,4, 5.8740551758, 2.9211127186,
622,0, 5.6507448387, 6.1777274704,
622,1, 5.1679428196, 5.3549556637,
622,2, 5.5496166801, 5.2903351021,
622,3, 5.7771871471, 4.6920684004,
622,4, 7.1536510468, 4.8135207558,
623,0, 5.3394766617, 5.9871064568,
623,1, 6.2696409702, 3.7655717087,
623,2, 5.0876115608, 2.6643681192,
623,3, 5.2288179779, 6.2427469826,
623,4, 4.8008038807, 4.7344117165,
624,0, 8.2034402180, 9.7613069725,
624,1, 5.8875351048, 2.9017996788,
624,2, 6.1301157188, 4.3274542809,
624,3, 4.8922195721, 3.1842691898,
624,4, 6.5925766850, 4.3897624683,
625,0, 5.4856208420, 2.7497492218,
625,1, 5.1147152615, 3.2763054371,
625,2, 6.9289011765, 7.7290708351,
625,3, 5.0665773296, 6.8772635269,
625,4, 5.7641125202, 2.4677744341,
626,0, 5.3079656887, 7.6605050278,
626,1, 5.1336617756, 5.4288195896,
626,2, 6.0021166420, 2.8155040598,
626,3, 5.3213559532, 6.2073566532,
626,4, 5.4580579662, 7.3454369545,
627,0, 5.6098908615, 2.4367849874,
627,1, 5.5254754162, 3.3157571697,
627,2, 7.7799410248, 4.3776693821,
627,3, 5.4741516685, 6.3245668221,
